"time"," Nmr"," Ntr"," N1"," N2"," N3"," Tmr"," Ttr"," T1"," T2"," T3"," TG"
12.48,14252.9,14252.2,14252.8,14252.8,14252.8,-73.683,-6.94397,0.642551,0.55537,0.642551,0
12.528,14252.8,14252.6,14252.7,14252.7,14252.7,-73.6794,-6.96084,0.64276,0.555551,0.64276,0
12.576,14252.7,14253.1,14252.6,14252.6,14252.6,-73.6754,-6.9463,0.642526,0.555352,0.642526,0
12.624,14252.5,14253.1,14252.6,14252.6,14252.6,-73.6757,-6.91959,0.642153,0.555035,0.642153,0
12.672,14252.4,14252.6,14252.8,14252.8,14252.8,-73.6876,-6.91485,0.642175,0.555054,0.642175,0
12.72,14252.3,14252.3,14252.8,14252.8,14252.8,-73.7096,-6.93634,0.64264,0.55545,0.64264,0
12.768,14252.3,14252.5,14252.6,14252.6,14252.6,-73.7307,-6.95317,0.643033,0.555785,0.643033,0
12.816,14252.2,14252.8,14252.3,14252.3,14252.3,-73.7413,-6.94057,0.642937,0.555701,0.642937,0
12.864,14252.2,14252.7,14252.2,14252.2,14252.2,-73.7426,-6.91304,0.642561,0.555378,0.642561,0
12.912,14252.2,14252,14252.2,14252.2,14252.2,-73.7417,-6.90563,0.64245,0.555285,0.64245,0
12.96,14252.1,14251.5,14252.1,14252.1,14252.1,-73.741,-6.92797,0.642756,0.555549,0.642756,0
13.008,14252.1,14251.5,14251.9,14251.9,14251.9,-73.7343,-6.95157,0.643036,0.555791,0.643036,0
13.056,14252.1,14251.9,14251.6,14251.6,14251.6,-73.7167,-6.94724,0.642845,0.555628,0.642845,0
13.104,14252,14252,14251.5,14251.5,14251.5,-73.6934,-6.92322,0.642336,0.555191,0.642336,0
13.152,14251.9,14251.6,14251.6,14251.6,14251.6,-73.6763,-6.91382,0.642078,0.554968,0.642078,0
13.2,14251.8,14251.2,14251.8,14251.8,14251.8,-73.6718,-6.93371,0.642324,0.555176,0.642324,0
13.248,14251.7,14251.4,14251.8,14251.8,14251.8,-73.6754,-6.9581,0.642693,0.55549,0.642693,0
13.296,14251.5,14251.9,14251.6,14251.6,14251.6,-73.6795,-6.95522,0.642684,0.555481,0.642684,0
13.344,14251.4,14252.2,14251.6,14251.6,14251.6,-73.6839,-6.92812,0.642337,0.555185,0.642337,0
13.392,14251.4,14251.8,14251.7,14251.7,14251.7,-73.6949,-6.91084,0.642176,0.555049,0.642176,0
13.44,14251.3,14251.3,14251.8,14251.8,14251.8,-73.7148,-6.9238,0.642504,0.555334,0.642504,0
13.488,14251.2,14251.2,14251.6,14251.6,14251.6,-73.7354,-6.94737,0.642986,0.555749,0.642986,0
13.536,14251.2,14251.6,14251.3,14251.3,14251.3,-73.7455,-6.94822,0.643072,0.555824,0.643072,0
13.584,14251.2,14251.7,14251.1,14251.1,14251.1,-73.7424,-6.92372,0.642707,0.55551,0.642707,0
13.632,14251.2,14251.2,14251,14251,14251,-73.7337,-6.90571,0.642391,0.555237,0.642391,0
13.68,14251.2,14250.5,14251,14251,14251,-73.7263,-6.91858,0.642517,0.555342,0.642517,0
13.728,14251.1,14250.4,14250.9,14250.9,14250.9,-73.7183,-6.94698,0.642856,0.55563,0.642856,0
13.776,14251.1,14250.8,14250.7,14250.7,14250.7,-73.7037,-6.95578,0.642871,0.555643,0.642871,0
13.824,14251,14251.1,14250.6,14250.6,14250.6,-73.6834,-6.93595,0.642442,0.555276,0.642442,0
13.872,14250.9,14250.9,14250.6,14250.6,14250.6,-73.6674,-6.91598,0.642043,0.554937,0.642043,0
13.92,14250.8,14250.4,14250.8,14250.8,14250.8,-73.6649,-6.9239,0.642134,0.555017,0.642134,0
13.968,14250.7,14250.4,14250.9,14250.9,14250.9,-73.6741,-6.94995,0.642567,0.555389,0.642567,0
14.016,14250.6,14250.9,14250.8,14250.8,14250.8,-73.6858,-6.95937,0.642785,0.555575,0.642785,0
14.064,14250.5,14251.3,14250.7,14250.7,14250.7,-73.6945,-6.93832,0.642556,0.555377,0.642556,0
14.112,14250.4,14251.1,14250.7,14250.7,14250.7,-73.7041,-6.91241,0.642266,0.555126,0.642266,0
14.16,14250.4,14250.5,14250.8,14250.8,14250.8,-73.7194,-6.91335,0.642393,0.555234,0.642393,0
14.208,14250.4,14250.2,14250.7,14250.7,14250.7,-73.7367,-6.93759,0.642861,0.555635,0.642861,0
14.256,14250.4,14250.4,14250.4,14250.4,14250.4,-73.7453,-6.95144,0.643118,0.555857,0.643118,0
14.304,14250.4,14250.6,14250.1,14250.1,14250.1,-73.7395,-6.93586,0.642856,0.555634,0.642856,0
14.352,14250.3,14250.4,14250,14250,14250,-73.7247,-6.91169,0.642407,0.555252,0.642407,0
14.4,14250.3,14249.8,14250.1,14250.1,14250.1,-73.7111,-6.91213,0.642312,0.555172,0.642312,0
14.448,14250.3,14249.4,14250.1,14250.1,14250.1,-73.7017,-6.9387,0.642614,0.55543,0.642614,0
14.496,14250.2,14249.7,14249.9,14249.9,14249.9,-73.6912,-6.95882,0.642819,0.555603,0.642819,0
14.544,14250.1,14250.2,14249.8,14249.8,14249.8,-73.6765,-6.94834,0.642564,0.555381,0.642564,0
14.592,14250,14250.3,14249.8,14249.8,14249.8,-73.6637,-6.92294,0.642114,0.554994,0.642114,0
14.64,14249.9,14249.9,14250,14250,14250,-73.6627,-6.9171,0.642026,0.554917,0.642026,0
14.688,14249.8,14249.6,14250.2,14250.2,14250.2,-73.6754,-6.93844,0.642418,0.555254,0.642418,0
14.736,14249.7,14249.9,14250.1,14250.1,14250.1,-73.6928,-6.9577,0.642816,0.555598,0.642816,0
14.784,14249.7,14250.4,14249.9,14249.9,14249.9,-73.7056,-6.94757,0.642768,0.55556,0.642768,0
14.832,14249.7,14250.4,14249.8,14249.8,14249.8,-73.7137,-6.91904,0.642428,0.555271,0.642428,0
14.88,14249.6,14249.8,14249.9,14249.9,14249.9,-73.723,-6.90741,0.642334,0.555191,0.642334,0
14.928,14249.6,14249.3,14249.9,14249.9,14249.9,-73.7346,-6.92614,0.642683,0.555489,0.642683,0
14.976,14249.6,14249.3,14249.7,14249.7,14249.7,-73.7407,-6.94948,0.643055,0.555805,0.643055,0
15.024,14249.6,14249.7,14249.3,14249.3,14249.3,-73.7334,-6.94661,0.642962,0.555723,0.642962,0
15.072,14249.6,14249.7,14249.2,14249.2,14249.2,-73.7152,-6.92232,0.642488,0.555315,0.642488,0
15.12,14249.6,14249.2,14249.2,14249.2,14249.2,-73.697,-6.9105,0.642187,0.555057,0.642187,0
15.168,14249.5,14248.8,14249.3,14249.3,14249.3,-73.6861,-6.92907,0.642365,0.555211,0.642365,0
15.216,14249.4,14248.9,14249.3,14249.3,14249.3,-73.6799,-6.95592,0.642695,0.555495,0.642695,0
15.264,14249.4,14249.4,14249.2,14249.2,14249.2,-73.6724,-6.95763,0.642662,0.555469,0.642662,0
15.312,14249.3,14249.7,14249.1,14249.1,14249.1,-73.6647,-6.93316,0.642262,0.555127,0.642262,0
15.36,14249.2,14249.5,14249.3,14249.3,14249.3,-73.6653,-6.91502,0.642013,0.554913,0.642013,0
15.408,14249.1,14249,14249.5,14249.5,14249.5,-73.679,-6.92633,0.642274,0.555135,0.642274,0
15.456,14249,14249,14249.5,14249.5,14249.5,-73.6996,-6.95052,0.642766,0.555554,0.642766,0
15.504,14249,14249.5,14249.3,14249.3,14249.3,-73.7155,-6.95346,0.642926,0.55569,0.642926,0
15.552,14249,14249.7,14249.1,14249.1,14249.1,-73.7224,-6.92896,0.642634,0.55544,0.642634,0
15.6,14249,14249.3,14249,14249,14249,-73.7253,-6.90733,0.642352,0.555201,0.642352,0
15.648,14249,14248.6,14249.1,14249.1,14249.1,-73.7296,-6.91582,0.642502,0.555332,0.642502,0
15.696,14249,14248.4,14249,14249,14249,-73.732,-6.94289,0.642898,0.555673,0.642898,0
15.744,14249,14248.7,14248.7,14248.7,14248.7,-73.7244,-6.95353,0.64299,0.555753,0.64299,0
15.792,14248.9,14249,14248.5,14248.5,14248.5,-73.7056,-6.93528,0.642595,0.555414,0.642595,0
15.84,14248.9,14248.8,14248.5,14248.5,14248.5,-73.685,-6.91438,0.642151,0.55503,0.642151,0
15.888,14248.8,14248.3,14248.7,14248.7,14248.7,-73.673,-6.92074,0.642152,0.555028,0.642152,0
15.936,14248.8,14248.2,14248.8,14248.8,14248.8,-73.6706,-6.94806,0.642517,0.555338,0.642517,0
15.984,14248.7,14248.6,14248.7,14248.7,14248.7,-73.6707,-6.96174,0.642709,0.555503,0.642709,0
16.032,14248.6,14249.1,14248.6,14248.6,14248.6,-73.6694,-6.94425,0.642455,0.555286,0.642455,0
16.08,14248.5,14249.1,14248.6,14248.6,14248.6,-73.672,-6.91817,0.642108,0.554991,0.642108,0
16.128,14248.5,14248.6,14248.8,14248.8,14248.8,-73.6848,-6.9165,0.642179,0.555055,0.642179,0
16.176,14248.4,14248.3,14248.9,14248.9,14248.9,-73.7055,-6.93942,0.642652,0.555462,0.642652,0
16.224,14248.4,14248.6,14248.7,14248.7,14248.7,-73.7228,-6.95442,0.642991,0.555753,0.642991,0
16.272,14248.4,14248.9,14248.4,14248.4,14248.4,-73.7288,-6.93964,0.642829,0.555613,0.642829,0
16.32,14248.4,14248.8,14248.3,14248.3,14248.3,-73.7261,-6.91309,0.642438,0.555276,0.642438,0
16.368,14248.4,14248.2,14248.3,14248.3,14248.3,-73.7226,-6.90918,0.642358,0.555205,0.642358,0
16.416,14248.4,14247.7,14248.3,14248.3,14248.3,-73.7203,-6.93344,0.642681,0.55548,0.642681,0
16.464,14248.4,14247.9,14248.2,14248.2,14248.2,-73.7129,-6.95517,0.642931,0.555694,0.642931,0
16.512,14248.4,14248.3,14247.9,14247.9,14247.9,-73.6962,-6.94767,0.642701,0.555499,0.642701,0
16.56,14248.3,14248.4,14247.9,14247.9,14247.9,-73.676,-6.92311,0.642206,0.555077,0.642206,0
16.608,14248.2,14248,14248.1,14248.1,14248.1,-73.6637,-6.91602,0.642015,0.554915,0.642015,0
16.656,14248.2,14247.7,14248.3,14248.3,14248.3,-73.664,-6.93736,0.642316,0.555173,0.642316,0
16.704,14248.1,14247.9,14248.2,14248.2,14248.2,-73.671,-6.95977,0.642682,0.555485,0.642682,0
16.752,14248,14248.5,14248.1,14248.1,14248.1,-73.6767,-6.95349,0.642637,0.555445,0.642637,0
16.8,14248,14248.7,14248.1,14248.1,14248.1,-73.6816,-6.92569,0.642285,0.555141,0.642285,0
16.848,14247.9,14248.3,14248.2,14248.2,14248.2,-73.6922,-6.91121,0.642162,0.555034,0.642162,0
16.896,14247.9,14247.8,14248.3,14248.3,14248.3,-73.71,-6.92697,0.642514,0.555337,0.642514,0
16.944,14247.9,14247.8,14248.2,14248.2,14248.2,-73.7266,-6.95006,0.64296,0.555721,0.64296,0
16.992,14247.9,14248.2,14247.9,14247.9,14247.9,-73.7318,-6.94838,0.642974,0.555736,0.642974,0
17.04,14247.9,14248.3,14247.7,14247.7,14247.7,-73.725,-6.92328,0.642571,0.555393,0.642571,0
17.088,14247.9,14247.8,14247.7,14247.7,14247.7,-73.7145,-6.90794,0.642278,0.555143,0.642278,0
17.136,14247.9,14247.2,14247.8,14247.8,14247.8,-73.707,-6.92361,0.642442,0.555282,0.642442,0
17.184,14247.9,14247.2,14247.7,14247.7,14247.7,-73.6999,-6.95137,0.64278,0.555568,0.64278,0
17.232,14247.8,14247.7,14247.5,14247.5,14247.5,-73.6872,-6.95676,0.642762,0.55555,0.642762,0
17.28,14247.8,14248,14247.4,14247.4,14247.4,-73.6703,-6.93483,0.64233,0.555178,0.64233,0
17.328,14247.7,14247.8,14247.6,14247.6,14247.6,-73.6589,-6.91625,0.641986,0.554883,0.641986,0
17.376,14247.6,14247.4,14247.8,14247.8,14247.8,-73.6609,-6.92655,0.642144,0.55502,0.642144,0
17.424,14247.6,14247.4,14247.9,14247.9,14247.9,-73.6729,-6.95223,0.642592,0.555406,0.642592,0
17.472,14247.5,14247.9,14247.7,14247.7,14247.7,-73.685,-6.95858,0.642769,0.555561,0.642769,0
17.52,14247.5,14248.2,14247.6,14247.6,14247.6,-73.6926,-6.93563,0.642504,0.555335,0.642504,0
17.568,14247.5,14248,14247.7,14247.7,14247.7,-73.7004,-6.91158,0.642225,0.555096,0.642225,0
17.616,14247.4,14247.4,14247.8,14247.8,14247.8,-73.7131,-6.91605,0.642382,0.55523,0.642382,0
17.664,14247.5,14247.2,14247.7,14247.7,14247.7,-73.7266,-6.94136,0.642838,0.555618,0.642838,0
17.712,14247.5,14247.4,14247.4,14247.4,14247.4,-73.7309,-6.95304,0.643034,0.555783,0.643034,0
17.76,14247.5,14247.7,14247.2,14247.2,14247.2,-73.7217,-6.93548,0.64272,0.555514,0.64272,0
17.808,14247.5,14247.5,14247.1,14247.1,14247.1,-73.706,-6.91257,0.642283,0.55514,0.642283,0
17.856,14247.5,14246.9,14247.3,14247.3,14247.3,-73.6937,-6.91604,0.642239,0.555104,0.642239,0
17.904,14247.4,14246.7,14247.3,14247.3,14247.3,-73.6867,-6.94333,0.642568,0.555388,0.642568,0
17.952,14247.4,14247.1,14247.2,14247.2,14247.2,-73.679,-6.96057,0.642752,0.555547,0.642752,0
18,14247.3,14247.6,14247.1,14247.1,14247.1,-73.6676,-6.94688,0.642476,0.55531,0.642476,0
18.048,14247.3,14247.6,14247.1,14247.1,14247.1,-73.6588,-6.92153,0.642056,0.554949,0.642056,0
18.096,14247.2,14247.2,14247.4,14247.4,14247.4,-73.6616,-6.91832,0.642033,0.554927,0.642033,0
18.144,14247.1,14246.9,14247.5,14247.5,14247.5,-73.6763,-6.94093,0.642459,0.55529,0.642459,0
18.192,14247.1,14247.3,14247.4,14247.4,14247.4,-73.6931,-6.95817,0.642826,0.555603,0.642826,0
18.24,14247.1,14247.7,14247.2,14247.2,14247.2,-73.7035,-6.9454,0.642724,0.555517,0.642724,0
18.288,14247.1,14247.7,14247.2,14247.2,14247.2,-73.7085,-6.91738,0.642368,0.555214,0.642368,0
18.336,14247.1,14247.1,14247.2,14247.2,14247.2,-73.7148,-6.90921,0.642299,0.555158,0.642299,0
18.384,14247.1,14246.7,14247.2,14247.2,14247.2,-73.7232,-6.93038,0.642657,0.555467,0.642657,0
18.432,14247.1,14246.8,14247.1,14247.1,14247.1,-73.7259,-6.95251,0.642987,0.55575,0.642987,0
18.48,14247.1,14247.2,14246.8,14246.8,14246.8,-73.7162,-6.94685,0.642836,0.555619,0.642836,0
18.528,14247.1,14247.2,14246.7,14246.7,14246.7,-73.6979,-6.92213,0.642355,0.555205,0.642355,0
18.576,14247.1,14246.8,14246.8,14246.8,14246.8,-73.6819,-6.91281,0.642107,0.554989,0.642107,0
18.624,14247,14246.4,14246.9,14246.9,14246.9,-73.6746,-6.93325,0.64234,0.555187,0.64234,0
18.672,14247,14246.5,14246.9,14246.9,14246.9,-73.6719,-6.95841,0.642672,0.555471,0.642672,0
18.72,14246.9,14247.1,14246.8,14246.8,14246.8,-73.6675,-6.95649,0.642611,0.55542,0.642611,0
18.768,14246.9,14247.4,14246.8,14246.8,14246.8,-73.6628,-6.93063,0.642214,0.555082,0.642214,0
18.816,14246.8,14247.1,14247,14247,14247,-73.666,-6.91466,0.642013,0.554913,0.642013,0
18.864,14246.8,14246.7,14247.1,14247.1,14247.1,-73.6808,-6.92853,0.642317,0.555175,0.642317,0
18.912,14246.7,14246.7,14247.1,14247.1,14247.1,-73.7,-6.95221,0.642791,0.55558,0.642791,0
18.96,14246.7,14247.2,14246.9,14246.9,14246.9,-73.7125,-6.95246,0.642888,0.555662,0.642888,0
19.008,14246.7,14247.4,14246.7,14246.7,14246.7,-73.7155,-6.92704,0.642555,0.555375,0.642555,0
19.056,14246.7,14246.9,14246.7,14246.7,14246.7,-73.7152,-6.90804,0.642288,0.555144,0.642288,0
19.104,14246.8,14246.3,14246.8,14246.8,14246.8,-73.7171,-6.91982,0.642467,0.555297,0.642467,0
19.152,14246.8,14246.2,14246.7,14246.7,14246.7,-73.7174,-6.94701,0.642849,0.555625,0.642849,0
19.2,14246.8,14246.6,14246.5,14246.5,14246.5,-73.7085,-6.95476,0.642891,0.555663,0.642891,0
19.248,14246.8,14246.9,14246.3,14246.3,14246.3,-73.6904,-6.93451,0.642472,0.555306,0.642472,0
19.296,14246.7,14246.7,14246.4,14246.4,14246.4,-73.6728,-6.91495,0.642067,0.55496,0.642067,0
19.344,14246.7,14246.2,14246.6,14246.6,14246.6,-73.665,-6.92382,0.642134,0.555017,0.642134,0
19.392,14246.6,14246.1,14246.7,14246.7,14246.7,-73.6665,-6.95096,0.642525,0.55535,0.642525,0
19.44,14246.6,14246.6,14246.6,14246.6,14246.6,-73.6692,-6.96139,0.642693,0.555491,0.642693,0
19.488,14246.5,14247.1,14246.5,14246.5,14246.5,-73.6698,-6.94134,0.642417,0.555253,0.642417,0
19.536,14246.5,14247,14246.6,14246.6,14246.6,-73.6735,-6.9164,0.642096,0.554977,0.642096,0
19.584,14246.4,14246.5,14246.8,14246.8,14246.8,-73.6864,-6.91792,0.642212,0.555078,0.642212,0
19.632,14246.4,14246.3,14246.8,14246.8,14246.8,-73.705,-6.942,0.642687,0.555487,0.642687,0
19.68,14246.4,14246.6,14246.6,14246.6,14246.6,-73.7186,-6.95494,0.642967,0.555731,0.642967,0
19.728,14246.4,14246.9,14246.4,14246.4,14246.4,-73.7202,-6.93812,0.642743,0.555541,0.642743,0
19.776,14246.5,14246.7,14246.3,14246.3,14246.3,-73.7144,-6.9128,0.642346,0.555201,0.642346,0
19.824,14246.5,14246.1,14246.4,14246.4,14246.4,-73.7094,-6.9123,0.642302,0.555161,0.642302,0
19.872,14246.5,14245.8,14246.4,14246.4,14246.4,-73.7064,-6.93803,0.642641,0.555449,0.642641,0
19.92,14246.5,14246.1,14246.3,14246.3,14246.3,-73.6991,-6.9575,0.642861,0.555634,0.642861,0
19.968,14246.5,14246.5,14246.1,14246.1,14246.1,-73.6838,-6.9469,0.642599,0.555409,0.642599,0
20.016,14246.4,14246.6,14246.1,14246.1,14246.1,-73.6668,-6.92215,0.642127,0.555004,0.642127,0
20.064,14246.4,14246.1,14246.3,14246.3,14246.3,-73.659,-6.91753,0.642003,0.554899,0.642003,0
20.112,14246.3,14245.9,14246.5,14246.5,14246.5,-73.6632,-6.94016,0.64235,0.555199,0.64235,0
20.16,14246.3,14246.2,14246.4,14246.4,14246.4,-73.6723,-6.96042,0.6427,0.555502,0.6427,0
20.208,14246.2,14246.8,14246.3,14246.3,14246.3,-73.6785,-6.95098,0.642614,0.555429,0.642614,0
20.256,14246.2,14246.9,14246.3,14246.3,14246.3,-73.6831,-6.92297,0.642256,0.555122,0.642256,0
20.304,14246.2,14246.4,14246.4,14246.4,14246.4,-73.6926,-6.91155,0.642168,0.555044,0.642168,0
20.352,14246.2,14246,14246.5,14246.5,14246.5,-73.7081,-6.92988,0.64254,0.555361,0.64254,0
20.4,14246.2,14246.1,14246.4,14246.4,14246.4,-73.7209,-6.95213,0.642947,0.555708,0.642947,0
20.448,14246.2,14246.5,14246.1,14246.1,14246.1,-73.722,-6.94785,0.642895,0.555664,0.642895,0
20.496,14246.2,14246.5,14246,14246,14246,-73.7123,-6.92236,0.642466,0.555297,0.642466,0
20.544,14246.2,14246,14246,14246,14246,-73.7011,-6.90977,0.642206,0.555077,0.642206,0
20.592,14246.2,14245.5,14246.1,14246.1,14246.1,-73.6944,-6.92793,0.642409,0.555253,0.642409,0
20.64,14246.2,14245.6,14246.1,14246.1,14246.1,-73.6887,-6.9546,0.642741,0.555538,0.642741,0
20.688,14246.2,14246.1,14245.9,14245.9,14245.9,-73.6781,-6.95651,0.642688,0.555492,0.642688,0
20.736,14246.1,14246.4,14245.9,14245.9,14245.9,-73.6643,-6.93284,0.642255,0.555119,0.642255,0
20.784,14246.1,14246.2,14246,14246,14246,-73.657,-6.91601,0.641967,0.554869,0.641967,0
20.832,14246,14245.8,14246.3,14246.3,14246.3,-73.6625,-6.92868,0.642186,0.555055,0.642186,0
20.88,14246,14245.8,14246.3,14246.3,14246.3,-73.6761,-6.95378,0.642638,0.555442,0.642638,0
20.928,14246,14246.3,14246.2,14246.2,14246.2,-73.6876,-6.9571,0.64277,0.555556,0.64277,0
20.976,14246,14246.7,14246,14246,14246,-73.6935,-6.93264,0.64247,0.555302,0.64247,0
21.024,14245.9,14246.4,14246.1,14246.1,14246.1,-73.6991,-6.9108,0.642205,0.555078,0.642205,0
21.072,14245.9,14245.8,14246.2,14246.2,14246.2,-73.7093,-6.91868,0.64239,0.555239,0.64239,0
21.12,14246,14245.6,14246.1,14246.1,14246.1,-73.7195,-6.94463,0.642829,0.555615,0.642829,0
21.168,14246,14246,14245.9,14245.9,14245.9,-73.7202,-6.95387,0.642964,0.555729,0.642964,0
21.216,14246,14246.2,14245.7,14245.7,14245.7,-73.7088,-6.93445,0.642609,0.555421,0.642609,0
21.264,14246,14246,14245.7,14245.7,14245.7,-73.6931,-6.913,0.642193,0.555063,0.642193,0
21.312,14246,14245.5,14245.8,14245.8,14245.8,-73.6828,-6.91937,0.642206,0.555072,0.642206,0
21.36,14246,14245.3,14245.9,14245.9,14245.9,-73.6784,-6.94699,0.64256,0.555376,0.64256,0
21.408,14245.9,14245.7,14245.8,14245.8,14245.8,-73.6733,-6.96117,0.64272,0.555514,0.64272,0
21.456,14245.9,14246.2,14245.7,14245.7,14245.7,-73.6647,-6.94455,0.642422,0.555262,0.642422,0
21.504,14245.8,14246.2,14245.8,14245.8,14245.8,-73.6591,-6.91972,0.642033,0.55493,0.642033,0
21.552,14245.8,14245.8,14246,14246,14246,-73.6647,-6.91932,0.642068,0.554961,0.642068,0
21.6,14245.8,14245.6,14246.1,14246.1,14246.1,-73.6803,-6.943,0.642516,0.555344,0.642516,0
21.648,14245.7,14245.9,14246,14246,14246,-73.6956,-6.95807,0.642842,0.555621,0.642842,0
21.696,14245.7,14246.4,14245.8,14245.8,14245.8,-73.7032,-6.94288,0.642686,0.555485,0.642686,0
21.744,14245.8,14246.3,14245.8,14245.8,14245.8,-73.7053,-6.91573,0.642322,0.555172,0.642322,0
21.792,14245.8,14245.7,14245.9,14245.9,14245.9,-73.709,-6.91105,0.642284,0.55514,0.642284,0
21.84,14245.8,14245.3,14245.9,14245.9,14245.9,-73.7149,-6.93426,0.642652,0.555457,0.642652,0
21.888,14245.8,14245.5,14245.7,14245.7,14245.7,-73.715,-6.95475,0.642939,0.555705,0.642939,0
21.936,14245.8,14245.9,14245.5,14245.5,14245.5,-73.7038,-6.94627,0.642736,0.555534,0.642736,0
21.984,14245.8,14245.9,14245.4,14245.4,14245.4,-73.6862,-6.92138,0.642257,0.555123,0.642257,0
22.032,14245.8,14245.5,14245.6,14245.6,14245.6,-73.6731,-6.91465,0.642065,0.554958,0.642065,0
22.08,14245.8,14245.1,14245.7,14245.7,14245.7,-73.6692,-6.93671,0.642347,0.555197,0.642347,0
22.128,14245.7,14245.4,14245.7,14245.7,14245.7,-73.6695,-6.9599,0.642674,0.555474,0.642674,0
22.176,14245.7,14246,14245.6,14245.6,14245.6,-73.6673,-6.95449,0.642583,0.555395,0.642583,0
22.224,14245.6,14246.2,14245.6,14245.6,14245.6,-73.6648,-6.92774,0.64219,0.555057,0.64219,0
22.272,14245.6,14245.8,14245.8,14245.8,14245.8,-73.6697,-6.91428,0.642037,0.554928,0.642037,0
22.32,14245.6,14245.4,14245.9,14245.9,14245.9,-73.6847,-6.9306,0.642376,0.555221,0.642376,0
22.368,14245.6,14245.5,14245.9,14245.9,14245.9,-73.7018,-6.9535,0.642823,0.555607,0.642823,0
22.416,14245.6,14246,14245.7,14245.7,14245.7,-73.7108,-6.95105,0.642854,0.555636,0.642854,0
22.464,14245.6,14246.1,14245.5,14245.5,14245.5,-73.7103,-6.92501,0.642486,0.55532,0.642486,0
22.512,14245.6,14245.7,14245.6,14245.6,14245.6,-73.7076,-6.90879,0.64224,0.555108,0.64224,0
22.56,14245.6,14245.1,14245.7,14245.6,14245.7,-73.7078,-6.92357,0.64245,0.555284,0.64245,0
22.608,14245.6,14245.1,14245.6,14245.6,14245.6,-73.7069,-6.9504,0.642819,0.555598,0.642819,0
22.656,14245.6,14245.5,14245.4,14245.4,14245.4,-73.6975,-6.95507,0.642815,0.555594,0.642815,0
22.704,14245.6,14245.8,14245.3,14245.3,14245.3,-73.6806,-6.93304,0.642381,0.555223,0.642381,0
22.752,14245.6,14245.6,14245.4,14245.4,14245.4,-73.6662,-6.91509,0.642022,0.554917,0.642022,0
22.8,14245.6,14245.1,14245.6,14245.6,14245.6,-73.6624,-6.92642,0.642151,0.55503,0.642151,0
22.848,14245.5,14245.1,14245.7,14245.7,14245.7,-73.6669,-6.9531,0.642558,0.55538,0.642558,0
22.896,14245.5,14245.7,14245.6,14245.6,14245.6,-73.6714,-6.96028,0.642692,0.555495,0.642692,0
22.944,14245.5,14246.1,14245.5,14245.5,14245.5,-73.6729,-6.93807,0.642392,0.555237,0.642392,0
22.992,14245.4,14245.9,14245.6,14245.6,14245.6,-73.6769,-6.9147,0.642096,0.554981,0.642096,0
23.04,14245.4,14245.4,14245.7,14245.7,14245.7,-73.6892,-6.91946,0.642255,0.555115,0.642255,0
23.088,14245.4,14245.2,14245.7,14245.7,14245.7,-73.7056,-6.94437,0.642725,0.555517,0.642725,0
23.136,14245.4,14245.6,14245.5,14245.5,14245.5,-73.7154,-6.95505,0.642947,0.555708,0.642947,0
23.184,14245.5,14245.9,14245.3,14245.3,14245.3,-73.7134,-6.93632,0.642669,0.555472,0.642669,0
23.232,14245.5,14245.7,14245.3,14245.3,14245.3,-73.7053,-6.91246,0.642275,0.555137,0.642275,0
23.28,14245.5,14245.1,14245.4,14245.4,14245.4,-73.6996,-6.91526,0.642271,0.555135,0.642271,0
23.328,14245.5,14244.8,14245.4,14245.4,14245.4,-73.6968,-6.942,0.642624,0.555438,0.642624,0
23.376,14245.5,14245.2,14245.3,14245.3,14245.3,-73.6901,-6.95888,0.642811,0.555597,0.642811,0
23.424,14245.5,14245.6,14245.1,14245.1,14245.1,-73.6764,-6.94532,0.642521,0.555346,0.642521,0
23.472,14245.4,14245.6,14245.2,14245.2,14245.2,-73.6626,-6.92077,0.642076,0.554961,0.642076,0
23.52,14245.4,14245.2,14245.4,14245.4,14245.4,-73.6587,-6.91876,0.642019,0.554911,0.642019,0
23.568,14245.4,14245,14245.6,14245.6,14245.6,-73.6659,-6.94249,0.642405,0.555241,0.642405,0
23.616,14245.3,14245.3,14245.5,14245.5,14245.5,-73.6761,-6.96046,0.642732,0.555523,0.642732,0
23.664,14245.3,14245.9,14245.4,14245.4,14245.4,-73.6821,-6.9481,0.642601,0.555415,0.642601,0
23.712,14245.3,14245.9,14245.4,14245.4,14245.4,-73.6857,-6.92033,0.642239,0.555107,0.642239,0
23.76,14245.3,14245.4,14245.5,14245.5,14245.5,-73.6939,-6.91214,0.642184,0.555062,0.642184,0
23.808,14245.3,14245,14245.6,14245.6,14245.6,-73.707,-6.93277,0.64257,0.555392,0.64257,0
23.856,14245.3,14245.2,14245.4,14245.4,14245.4,-73.7163,-6.9538,0.642935,0.555702,0.642935,0
23.904,14245.3,14245.6,14245.2,14245.2,14245.2,-73.714,-6.94687,0.642822,0.555603,0.642822,0
23.952,14245.4,14245.6,14245.1,14245.1,14245.1,-73.7024,-6.92122,0.642377,0.55522,0.642377,0
24,14245.4,14245.1,14245.2,14245.2,14245.2,-73.6914,-6.91145,0.642159,0.555032,0.642159,0
24.048,14245.4,14244.7,14245.3,14245.3,14245.3,-73.6861,-6.93176,0.642404,0.555242,0.642404,0
24.096,14245.3,14244.8,14245.2,14245.2,14245.2,-73.6821,-6.95697,0.642726,0.555521,0.642726,0
