"time"," Nmr"," Ntr"," N1"," N2"," N3"," Tmr"," Ttr"," T1"," T2"," T3"," TG"
3.504,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
3.552,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
3.6,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
3.648,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
3.696,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
3.744,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
3.792,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
3.84,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
3.888,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
3.936,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
3.984,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.032,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.08,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.128,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.176,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.224,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.272,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.32,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.368,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.416,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.464,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.512,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.56,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.608,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.656,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.704,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.752,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.8,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.848,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.896,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.944,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
4.992,14280,14280,14280,14280,14280,-73.7397,-6.90643,0.642447,0.555282,0.642447,0
5.04,14279.8,14279.7,14280,14280,14280,-73.7432,-6.91232,0.642552,0.555379,0.642552,0
5.088,14279.4,14279.3,14279.9,14279.9,14279.9,-73.7608,-6.93678,0.643025,0.555785,0.643025,0
5.136,14279.1,14279.5,14279.5,14279.5,14279.5,-73.7826,-6.94785,0.643342,0.556055,0.643342,0
5.184,14278.7,14279.7,14279,14279.1,14279,-73.8003,-6.92803,0.643197,0.555929,0.643197,0
5.232,14278.4,14279.2,14278.7,14278.7,14278.7,-73.8152,-6.89997,0.642916,0.555687,0.642916,0
5.28,14278.1,14278.3,14278.5,14278.5,14278.5,-73.8315,-6.89733,0.643,0.555758,0.643,0
5.328,14277.9,14277.6,14278.1,14278.1,14278.1,-73.8459,-6.92099,0.643438,0.556134,0.643438,0
5.376,14277.7,14277.4,14277.6,14277.6,14277.6,-73.8485,-6.93847,0.643701,0.556361,0.643701,0
5.424,14277.4,14277.4,14277,14277,14277,-73.8336,-6.92699,0.643429,0.556131,0.643429,0
5.472,14277.2,14277,14276.6,14276.6,14276.6,-73.8078,-6.90353,0.642908,0.555686,0.642908,0
5.52,14276.9,14276.2,14276.4,14276.4,14276.4,-73.7833,-6.90207,0.642706,0.555512,0.642706,0
5.568,14276.6,14275.6,14276.2,14276.2,14276.2,-73.7658,-6.92825,0.642943,0.555714,0.642943,0
5.616,14276.2,14275.7,14275.9,14275.9,14275.9,-73.7519,-6.95123,0.643163,0.555899,0.643163,0
5.664,14275.9,14276,14275.6,14275.6,14275.6,-73.7384,-6.94371,0.642958,0.555721,0.642958,0
5.712,14275.5,14276,14275.4,14275.4,14275.4,-73.73,-6.9174,0.642529,0.555351,0.642529,0
5.76,14275.2,14275.4,14275.4,14275.4,14275.4,-73.7359,-6.90726,0.64243,0.555267,0.64243,0
5.808,14274.8,14274.8,14275.4,14275.4,14275.4,-73.7572,-6.92538,0.642841,0.555621,0.642841,0
5.856,14274.5,14274.8,14275.1,14275.1,14275.1,-73.7838,-6.94532,0.643316,0.556032,0.643316,0
5.904,14274.3,14275,14274.6,14274.6,14274.6,-73.8039,-6.93747,0.643355,0.556068,0.643355,0
5.952,14274,14274.8,14274.2,14274.2,14274.2,-73.8151,-6.90881,0.643036,0.555796,0.643036,0
6,14273.8,14274,14273.9,14273.9,14273.9,-73.8223,-6.89432,0.642887,0.555669,0.642887,0
6.048,14273.6,14273.1,14273.7,14273.7,14273.7,-73.828,-6.91145,0.64317,0.555908,0.64317,0
6.096,14273.4,14272.8,14273.2,14273.2,14273.2,-73.8258,-6.9374,0.643518,0.556204,0.643518,0
6.144,14273.2,14272.9,14272.7,14272.7,14272.7,-73.8091,-6.93928,0.643421,0.556118,0.643421,0
6.192,14272.9,14272.8,14272.3,14272.3,14272.3,-73.7809,-6.91725,0.642904,0.555674,0.642904,0
6.24,14272.7,14272.2,14272.2,14272.2,14272.2,-73.7537,-6.90383,0.642514,0.55534,0.642514,0
6.288,14272.4,14271.6,14272.1,14272.1,14272.1,-73.7372,-6.92036,0.642622,0.555435,0.642622,0
6.336,14272.1,14271.5,14272,14272,14272,-73.7305,-6.94821,0.642961,0.555727,0.642961,0
6.384,14271.7,14271.9,14271.7,14271.7,14271.7,-73.7272,-6.95276,0.642999,0.555761,0.642999,0
6.432,14271.4,14272.1,14271.5,14271.5,14271.5,-73.7265,-6.9287,0.642658,0.555469,0.642658,0
6.48,14271.1,14271.7,14271.4,14271.4,14271.4,-73.7352,-6.90693,0.642418,0.555262,0.642418,0
6.528,14270.9,14271,14271.4,14271.4,14271.4,-73.757,-6.914,0.64268,0.555485,0.64268,0
6.576,14270.6,14270.7,14271.2,14271.2,14271.2,-73.7849,-6.93752,0.643217,0.555943,0.643217,0
6.624,14270.4,14270.9,14270.7,14270.7,14270.7,-73.8057,-6.94312,0.64345,0.556142,0.64345,0
6.672,14270.2,14270.9,14270.3,14270.3,14270.3,-73.8131,-6.92044,0.643187,0.555918,0.643187,0
6.72,14270,14270.3,14270,14270,14270,-73.8115,-6.89739,0.642852,0.555633,0.642852,0
6.768,14269.9,14269.4,14269.8,14269.8,14269.8,-73.8075,-6.90372,0.64291,0.555686,0.64291,0
6.816,14269.7,14268.9,14269.5,14269.5,14269.5,-73.8002,-6.93194,0.64325,0.555978,0.64325,0
6.864,14269.5,14269,14269,14269,14269,-73.7834,-6.94704,0.643336,0.556052,0.643336,0
6.912,14269.3,14269.1,14268.6,14268.6,14268.6,-73.7565,-6.93228,0.642931,0.555702,0.642931,0
6.96,14269,14268.8,14268.5,14268.5,14268.5,-73.7297,-6.91067,0.642431,0.555271,0.642431,0
7.008,14268.7,14268.2,14268.5,14268.5,14268.5,-73.715,-6.91398,0.642369,0.555214,0.642369,0
7.056,14268.4,14267.9,14268.5,14268.5,14268.5,-73.7145,-6.94023,0.642733,0.555525,0.642733,0
7.104,14268.2,14268.2,14268.3,14268.3,14268.3,-73.7211,-6.95589,0.643001,0.555755,0.643001,0
7.152,14267.9,14268.6,14268,14268,14268,-73.7286,-6.93991,0.642832,0.555613,0.642832,0
7.2,14267.6,14268.4,14267.9,14267.9,14267.9,-73.7397,-6.91159,0.642517,0.555346,0.642517,0
7.248,14267.4,14267.8,14267.9,14267.9,14267.9,-73.7594,-6.90551,0.642577,0.5554,0.642577,0
7.296,14267.2,14267.2,14267.7,14267.7,14267.7,-73.7847,-6.92644,0.643058,0.555813,0.643058,0
7.344,14267,14267.2,14267.3,14267.3,14267.3,-73.8041,-6.9437,0.643443,0.556143,0.643443,0
7.392,14266.9,14267.3,14266.8,14266.8,14266.8,-73.8081,-6.93224,0.643313,0.55603,0.643313,0
7.44,14266.8,14267,14266.5,14266.5,14266.5,-73.7989,-6.90612,0.642881,0.555657,0.642881,0
7.488,14266.6,14266.2,14266.3,14266.3,14266.3,-73.7858,-6.90018,0.642701,0.5555,0.642701,0
7.536,14266.4,14265.5,14266.2,14266.2,14266.2,-73.7732,-6.92404,0.642942,0.555706,0.642942,0
7.584,14266.2,14265.5,14265.9,14265.9,14265.9,-73.7575,-6.94907,0.643175,0.555907,0.643175,0
7.632,14266,14265.8,14265.5,14265.5,14265.5,-73.735,-6.94564,0.64296,0.555724,0.64296,0
7.68,14265.8,14265.9,14265.3,14265.4,14265.3,-73.7119,-6.92158,0.64245,0.555289,0.64245,0
7.728,14265.5,14265.4,14265.4,14265.4,14265.4,-73.6998,-6.91124,0.642216,0.555089,0.642216,0
7.776,14265.3,14264.9,14265.5,14265.5,14265.5,-73.7043,-6.9297,0.642508,0.555339,0.642508,0
7.824,14265,14265,14265.4,14265.4,14265.4,-73.7191,-6.95265,0.642939,0.555706,0.642939,0
7.872,14264.8,14265.4,14265.1,14265.1,14265.1,-73.7342,-6.94846,0.642993,0.555751,0.642993,0
7.92,14264.6,14265.5,14264.9,14264.9,14264.9,-73.7472,-6.92018,0.642695,0.555494,0.642695,0
7.968,14264.4,14264.9,14264.8,14264.8,14264.8,-73.7629,-6.90202,0.642557,0.555376,0.642557,0
8.016,14264.3,14264.2,14264.7,14264.7,14264.7,-73.7826,-6.91483,0.642882,0.555656,0.642882,0
8.064,14264.1,14263.9,14264.4,14264.4,14264.4,-73.798,-6.9392,0.643337,0.556049,0.643337,0
8.112,14264,14264.1,14263.9,14263.9,14263.9,-73.799,-6.94157,0.643376,0.556085,0.643376,0
8.16,14263.9,14264.1,14263.5,14263.5,14263.5,-73.7844,-6.91876,0.642948,0.555719,0.642948,0
8.208,14263.8,14263.5,14263.3,14263.3,14263.3,-73.764,-6.9022,0.642565,0.55539,0.642565,0
8.256,14263.6,14262.8,14263.3,14263.3,14263.3,-73.7467,-6.91623,0.642634,0.555447,0.642634,0
8.304,14263.4,14262.6,14263.1,14263.1,14263.1,-73.7327,-6.94552,0.642941,0.555707,0.642941,0
8.352,14263.2,14262.9,14262.8,14262.8,14262.8,-73.7169,-6.95473,0.642954,0.555715,0.642954,0
8.4,14263,14263.2,14262.7,14262.7,14262.7,-73.7003,-6.93448,0.642547,0.555365,0.642547,0
8.448,14262.8,14263,14262.7,14262.7,14262.7,-73.692,-6.91325,0.642189,0.555059,0.642189,0
8.496,14262.5,14262.4,14262.8,14262.8,14262.8,-73.6998,-6.91948,0.642333,0.555185,0.642333,0
8.544,14262.3,14262.3,14262.8,14262.8,14262.8,-73.72,-6.944,0.642825,0.555609,0.642825,0
8.592,14262.1,14262.6,14262.5,14262.5,14262.5,-73.741,-6.95234,0.643097,0.555844,0.643097,0
8.64,14262,14262.8,14262.2,14262.2,14262.2,-73.7557,-6.9306,0.642901,0.555678,0.642901,0
8.688,14261.8,14262.5,14262.1,14262.1,14262.1,-73.7665,-6.90438,0.642614,0.555432,0.642614,0
8.736,14261.7,14261.7,14262,14262,14262,-73.7782,-6.90559,0.642719,0.555519,0.642719,0
8.784,14261.6,14261.2,14261.8,14261.8,14261.8,-73.7876,-6.93089,0.643144,0.555881,0.643144,0
8.832,14261.5,14261.2,14261.3,14261.3,14261.3,-73.7856,-6.94645,0.643348,0.556054,0.643348,0
8.88,14261.4,14261.4,14260.9,14260.9,14260.9,-73.7683,-6.93265,0.643026,0.555778,0.643026,0
8.928,14261.3,14261.1,14260.7,14260.7,14260.7,-73.7433,-6.90982,0.64252,0.555346,0.64252,0
8.976,14261.1,14260.5,14260.8,14260.8,14260.8,-73.7226,-6.91101,0.642383,0.55523,0.642383,0
9.024,14260.9,14260.1,14260.7,14260.7,14260.7,-73.7106,-6.93786,0.642668,0.555476,0.642668,0
9.072,14260.7,14260.4,14260.6,14260.6,14260.6,-73.7024,-6.95785,0.642887,0.555664,0.642887,0
9.12,14260.5,14260.8,14260.4,14260.4,14260.4,-73.6942,-6.94665,0.64267,0.555477,0.64267,0
9.168,14260.3,14260.9,14260.3,14260.3,14260.3,-73.691,-6.91984,0.642272,0.555134,0.642272,0
9.216,14260.1,14260.4,14260.5,14260.5,14260.5,-73.7007,-6.91225,0.642238,0.555103,0.642238,0
9.264,14260,14260,14260.5,14260.5,14260.5,-73.723,-6.93211,0.642683,0.555482,0.642683,0
9.312,14259.8,14260.1,14260.3,14260.3,14260.3,-73.7474,-6.95058,0.643122,0.555859,0.643122,0
9.36,14259.7,14260.4,14259.9,14259.9,14259.9,-73.7629,-6.94028,0.643092,0.555836,0.643092,0
9.408,14259.6,14260.2,14259.7,14259.7,14259.7,-73.7689,-6.91203,0.64274,0.555537,0.64274,0
9.456,14259.5,14259.5,14259.6,14259.6,14259.6,-73.7716,-6.90108,0.642606,0.555425,0.642606,0
9.504,14259.4,14258.8,14259.4,14259.4,14259.4,-73.7735,-6.92103,0.642899,0.555677,0.642899,0
9.552,14259.3,14258.7,14259.1,14259.1,14259.1,-73.7685,-6.94605,0.643212,0.555945,0.643212,0
9.6,14259.2,14259,14258.8,14258.8,14258.8,-73.7508,-6.94488,0.643066,0.555816,0.643066,0
9.648,14259.1,14259.1,14258.5,14258.5,14258.5,-73.7248,-6.92172,0.642549,0.555371,0.642549,0
9.696,14258.9,14258.6,14258.6,14258.6,14258.6,-73.7026,-6.91021,0.642225,0.55509,0.642225,0
9.744,14258.8,14258.1,14258.7,14258.7,14258.7,-73.6925,-6.92849,0.642406,0.555244,0.642406,0
9.792,14258.6,14258.2,14258.6,14258.6,14258.6,-73.6916,-6.9547,0.642766,0.555553,0.642766,0
9.84,14258.4,14258.7,14258.4,14258.4,14258.4,-73.6927,-6.95543,0.642783,0.55557,0.642783,0
9.888,14258.2,14258.9,14258.3,14258.3,14258.3,-73.6954,-6.92957,0.64244,0.555279,0.64244,0
9.936,14258.1,14258.6,14258.4,14258.4,14258.4,-73.7059,-6.90983,0.642241,0.555111,0.642241,0
9.984,14257.9,14258,14258.4,14258.4,14258.4,-73.7273,-6.91986,0.64254,0.555368,0.64254,0
10.032,14257.8,14257.8,14258.3,14258.3,14258.3,-73.7518,-6.94355,0.643054,0.555807,0.643054,0
10.08,14257.7,14258.1,14257.9,14257.9,14257.9,-73.7672,-6.94683,0.643215,0.555943,0.643215,0
10.128,14257.6,14258.2,14257.6,14257.6,14257.6,-73.7689,-6.92314,0.642897,0.555668,0.642897,0
10.176,14257.6,14257.7,14257.4,14257.4,14257.4,-73.7632,-6.90255,0.642567,0.555384,0.642567,0
10.224,14257.5,14256.9,14257.4,14257.4,14257.4,-73.7569,-6.9123,0.642656,0.555461,0.642656,0
10.272,14257.4,14256.6,14257.2,14257.2,14257.2,-73.7487,-6.94087,0.642995,0.555753,0.642995,0
10.32,14257.3,14256.9,14256.9,14256.9,14256.9,-73.7327,-6.95293,0.643044,0.555797,0.643044,0
10.368,14257.2,14257.2,14256.7,14256.7,14256.7,-73.7089,-6.93551,0.642623,0.555438,0.642623,0
10.416,14257,14257,14256.7,14256.7,14256.7,-73.6877,-6.91453,0.642172,0.555051,0.642172,0
10.464,14256.9,14256.5,14256.8,14256.8,14256.8,-73.6796,-6.92011,0.64219,0.555065,0.64219,0
10.512,14256.7,14256.3,14256.9,14256.9,14256.9,-73.6848,-6.94634,0.642597,0.555411,0.642597,0
10.56,14256.5,14256.7,14256.7,14256.7,14256.7,-73.6947,-6.95886,0.642846,0.555623,0.642846,0
10.608,14256.4,14257.2,14256.6,14256.6,14256.6,-73.7035,-6.94012,0.64265,0.555453,0.64265,0
10.656,14256.3,14257,14256.5,14256.5,14256.5,-73.7143,-6.91277,0.642347,0.555195,0.642347,0
10.704,14256.2,14256.4,14256.6,14256.6,14256.6,-73.7321,-6.91016,0.642442,0.555278,0.642442,0
10.752,14256.1,14256,14256.5,14256.5,14256.5,-73.7535,-6.93291,0.642918,0.555689,0.642918,0
10.8,14256,14256.1,14256.2,14256.2,14256.2,-73.7672,-6.94863,0.643239,0.555967,0.643239,0
10.848,14256,14256.3,14255.8,14255.8,14255.8,-73.7657,-6.93509,0.643038,0.555796,0.643038,0
10.896,14255.9,14256,14255.6,14255.6,14255.6,-73.7531,-6.90986,0.642592,0.555412,0.642592,0
10.944,14255.8,14255.4,14255.6,14255.6,14255.6,-73.7392,-6.90716,0.642451,0.55529,0.642451,0
10.992,14255.7,14254.9,14255.5,14255.5,14255.5,-73.7278,-6.93259,0.642724,0.55552,0.642724,0
11.04,14255.6,14255,14255.3,14255.3,14255.3,-73.7146,-6.95533,0.642945,0.555707,0.642945,0
11.088,14255.5,14255.5,14255.1,14255.1,14255.1,-73.6961,-6.94829,0.64271,0.555504,0.64271,0
11.136,14255.4,14255.6,14255.1,14255.1,14255.1,-73.6785,-6.92333,0.642229,0.555093,0.642229,0
11.184,14255.2,14255.2,14255.2,14255.2,14255.2,-73.6726,-6.91509,0.642069,0.554958,0.642069,0
11.232,14255.1,14254.8,14255.4,14255.4,14255.4,-73.6819,-6.93503,0.642417,0.555259,0.642417,0
11.28,14254.9,14255,14255.3,14255.3,14255.3,-73.6988,-6.95619,0.642837,0.555621,0.642837,0
11.328,14254.8,14255.5,14255.1,14255.1,14255.1,-73.7133,-6.94891,0.642843,0.555626,0.642843,0
11.376,14254.7,14255.5,14254.9,14254.9,14254.9,-73.7242,-6.92028,0.642524,0.555352,0.642524,0
11.424,14254.6,14255,14254.9,14254.9,14254.9,-73.7367,-6.90529,0.642408,0.55525,0.642408,0
11.472,14254.6,14254.4,14254.9,14254.9,14254.9,-73.7522,-6.92121,0.642746,0.555538,0.642746,0
11.52,14254.5,14254.3,14254.7,14254.7,14254.7,-73.7626,-6.9453,0.64316,0.555892,0.64316,0
11.568,14254.5,14254.5,14254.3,14254.3,14254.3,-73.7588,-6.94512,0.64313,0.555867,0.64313,0
11.616,14254.4,14254.6,14254,14254,14254,-73.7418,-6.92149,0.642672,0.555477,0.642672,0
11.664,14254.4,14254.1,14254,14254,14254,-73.7219,-6.90725,0.642325,0.555181,0.642325,0
11.712,14254.3,14253.5,14254,14254,14254,-73.7077,-6.92368,0.642448,0.555288,0.642448,0
11.76,14254.2,14253.5,14254,14254,14254,-73.6976,-6.95193,0.642769,0.555563,0.642769,0
11.808,14254.1,14254,14253.8,14253.8,14253.8,-73.6863,-6.95737,0.642762,0.555554,0.642762,0
11.856,14253.9,14254.3,14253.7,14253.7,14253.7,-73.6746,-6.93477,0.64236,0.555207,0.64236,0
11.904,14253.8,14254.1,14253.8,14253.8,14253.8,-73.6715,-6.91486,0.642059,0.554947,0.642059,0
11.952,14253.6,14253.6,14254,14254,14254,-73.683,-6.9236,0.642267,0.555124,0.642267,0
12,14253.5,14253.5,14254,14254,14254,-73.704,-6.94805,0.642765,0.555552,0.642765,0
12.048,14253.4,14253.9,14253.8,14253.8,14253.8,-73.7229,-6.95369,0.642983,0.555741,0.642983,0
12.096,14253.4,14254.2,14253.5,14253.5,14253.5,-73.7338,-6.9304,0.642737,0.555533,0.642737,0
12.144,14253.3,14253.8,14253.5,14253.5,14253.5,-73.7405,-6.90635,0.642449,0.555289,0.642449,0
12.192,14253.3,14253.1,14253.5,14253.5,14253.5,-73.7481,-6.91129,0.642574,0.555398,0.642574,0
12.24,14253.2,14252.7,14253.3,14253.3,14253.3,-73.7535,-6.93774,0.642985,0.555749,0.642985,0
12.288,14253.2,14253,14253,14253,14253,-73.7481,-6.951,0.643132,0.555872,0.643132,0
12.336,14253.2,14253.2,14252.7,14252.7,14252.7,-73.7295,-6.93493,0.64277,0.555559,0.64277,0
12.384,14253.1,14253,14252.6,14252.6,14252.6,-73.7064,-6.91294,0.642291,0.555146,0.642291,0
12.432,14253,14252.4,14252.7,14252.7,14252.7,-73.69,-6.91673,0.642223,0.555087,0.642223,0
