ALT      VKNOT       OATF   GVW   CLP      HPTOT_T      HPMR_T     HPTR_T
      0.0      0.0    -30.0  65500.0    100.0  25873.1  21684.8   3286.8
      0.0      0.0    -30.0  85000.0      0.0  -3086.2  -4729.4   1192.5
      0.0      0.0    -30.0  85000.0     10.0  -1793.7  -2744.5    894.9
      0.0      0.0    -30.0  85000.0     20.0    875.9   -177.7    630.7
      0.0      0.0    -30.0  85000.0     30.0   3545.5   2389.0    366.5
      0.0      0.0    -30.0  85000.0     40.0   5782.5   4767.2    309.4
      0.0      0.0    -30.0  85000.0     50.0   8019.6   7145.5    252.4
      0.0      0.0    -30.0  85000.0     60.0  11581.6   9928.8    971.0
      0.0      0.0    -30.0  85000.0     70.0  15206.8  12829.5   1639.7
      0.0      0.0    -30.0  85000.0     80.0  18935.3  15931.5   2210.0
      0.0      0.0    -30.0  85000.0     90.0  23085.6  19384.6   2836.9
      0.0      0.0    -30.0  85000.0    100.0  27885.8  23180.8   3770.1
      0.0      0.0      0.0  46000.0      0.0   1473.8    398.0    422.1
      0.0      0.0      0.0  46000.0     10.0   2321.3   1456.4    332.2
      0.0      0.0      0.0  46000.0     20.0   3168.9   2514.9    242.3
      0.0      0.0      0.0  46000.0     30.0   4265.6   3543.1    249.3
      0.0      0.0      0.0  46000.0     40.0   5946.5   4927.9    428.6
      0.0      0.0      0.0  46000.0     50.0   7864.3   6561.3    683.4
      0.0      0.0      0.0  46000.0     60.0   9904.6   8363.1    885.8
      0.0      0.0      0.0  46000.0     70.0  12261.4  10459.8   1109.6
      0.0      0.0      0.0  46000.0     80.0  15026.8  12879.2   1408.4
      0.0      0.0      0.0  46000.0     90.0  18366.6  15687.3   1888.4
      0.0      0.0      0.0  46000.0    100.0  22432.2  18939.6   2635.6
      0.0      0.0      0.0  65500.0      0.0  -1090.4  -2267.7    775.0
      0.0      0.0      0.0  65500.0     10.0    131.9   -684.2    569.5
      0.0      0.0      0.0  65500.0     20.0   1832.8   1100.7    407.5
      0.0      0.0      0.0  65500.0     30.0   3724.0   2914.0    314.9
      0.0      0.0      0.0  65500.0     40.0   5552.1   4699.8    252.5
      0.0      0.0      0.0  65500.0     50.0   8031.6   6833.3    573.6
      0.0      0.0      0.0  65500.0     60.0  10693.5   9070.1    954.5
      0.0      0.0      0.0  65500.0     70.0  13589.7  11516.3   1359.4
      0.0      0.0      0.0  65500.0     80.0  16726.9  14223.7   1748.7
      0.0      0.0      0.0  65500.0     90.0  20361.5  17274.3   2265.4
      0.0      0.0      0.0  65500.0    100.0  24676.2  20708.5   3085.8
      0.0      0.0      0.0  85000.0      0.0  -3591.5  -5268.1   1235.8
      0.0      0.0      0.0  85000.0     10.0  -2180.0  -3285.4    916.6
      0.0      0.0      0.0  85000.0     20.0    399.2   -743.5    697.7
      0.0      0.0      0.0  85000.0     30.0   2978.5   1798.4    478.8
      0.0      0.0      0.0  85000.0     40.0   5271.0   4215.3    397.1
      0.0      0.0      0.0  85000.0     50.0   7563.5   6632.3    315.5
      0.0      0.0      0.0  85000.0     60.0  10734.4   9317.8    748.1
      0.0      0.0      0.0  85000.0     70.0  14363.9  12150.0   1491.8
      0.0      0.0      0.0  85000.0     80.0  18067.2  15175.2   2110.7
      0.0      0.0      0.0  85000.0     90.0  22073.5  18494.9   2732.4
      0.0      0.0      0.0  85000.0    100.0  26625.9  22127.3   3583.0
      0.0      0.0     30.0  46000.0      0.0    957.4    -27.7    409.1
      0.0      0.0     30.0  46000.0     10.0   1826.1   1121.9    292.4
      0.0      0.0     30.0  46000.0     20.0   2694.8   2271.5    175.8
      0.0      0.0     30.0  46000.0     30.0   3999.4   3368.3    228.9
      0.0      0.0     30.0  46000.0     40.0   5591.3   4640.4    366.7
      0.0      0.0     30.0  46000.0     50.0   7513.6   6250.6    648.5
      0.0      0.0     30.0  46000.0     60.0   9506.0   8000.3    854.5
      0.0      0.0     30.0  46000.0     70.0  11753.7  10003.8   1068.1
      0.0      0.0     30.0  46000.0     80.0  14364.3  12300.4   1331.0
      0.0      0.0     30.0  46000.0     90.0  17498.1  14956.0   1767.7
      0.0      0.0     30.0  46000.0    100.0  21297.5  18019.1   2438.7
      0.0      0.0     30.0  65500.0      0.0  -1542.7  -2764.2    787.7
      0.0      0.0     30.0  65500.0     10.0   -380.3  -1201.5    566.8
      0.0      0.0     30.0  65500.0     20.0   1381.0    616.5    419.9
      0.0      0.0     30.0  65500.0     30.0   3235.7   2448.5    307.1
      0.0      0.0     30.0  65500.0     40.0   5059.5   4266.9    209.2
      0.0      0.0     30.0  65500.0     50.0   7558.7   6421.7    519.8
      0.0      0.0     30.0  65500.0     60.0  10126.2   8602.1    865.0
      0.0      0.0     30.0  65500.0     70.0  12959.8  10966.0   1291.3
      0.0      0.0     30.0  65500.0     80.0  15990.6  13565.8   1680.7
      0.0      0.0     30.0  65500.0     90.0  19423.6  16475.5   2143.4
      0.0      0.0     30.0  65500.0    100.0  23479.3  19732.2   2884.8
      0.0      0.0     30.0  85000.0      0.0  -4096.7  -5806.7   1279.2
      0.0      0.0     30.0  85000.0     10.0  -2566.3  -3826.4    938.3
      0.0      0.0     30.0  85000.0     20.0    -77.4  -1309.3    764.7
      0.0      0.0     30.0  85000.0     30.0   2411.5   1207.8    591.0
      0.0      0.0     30.0  85000.0     40.0   4759.5   3663.4    484.8
      0.0      0.0     30.0  85000.0     50.0   7107.5   6119.1    378.6
      0.0      0.0     30.0  85000.0     60.0   9887.2   8706.8    525.2
      0.0      0.0     30.0  85000.0     70.0  13521.1  11470.5   1344.0
      0.0      0.0     30.0  85000.0     80.0  17199.2  14418.8   2011.4
      0.0      0.0     30.0  85000.0     90.0  21061.5  17605.3   2628.0
      0.0      0.0     30.0  85000.0    100.0  25365.9  21073.9   3396.0
      0.0      0.0     60.0  46000.0      0.0    447.3   -449.7    396.2
      0.0      0.0     60.0  46000.0     10.0   1343.5    788.9    253.5
      0.0      0.0     60.0  46000.0     20.0   2239.6   2027.6    110.8
      0.0      0.0     60.0  46000.0     30.0   3738.5   3191.1    207.6
      0.0      0.0     60.0  46000.0     40.0   5237.5   4354.6    304.4
      0.0      0.0     60.0  46000.0     50.0   7165.0   5941.9    613.6
      0.0      0.0     60.0  46000.0     60.0   9110.5   7640.2    823.7
      0.0      0.0     60.0  46000.0     70.0  11250.8   9551.7   1027.4
      0.0      0.0     60.0  46000.0     80.0  13708.4  11727.0   1255.2
      0.0      0.0     60.0  46000.0     90.0  16639.0  14231.9   1649.1
      0.0      0.0     60.0  46000.0    100.0  20175.0  17107.6   2244.9
      0.0      0.0     60.0  65500.0      0.0  -1991.3  -3256.1    800.9
      0.0      0.0     60.0  65500.0     10.0   -882.8  -1714.0    564.5
      0.0      0.0     60.0  65500.0     20.0    939.9    138.6    434.5
      0.0      0.0     60.0  65500.0     30.0   2762.6   1991.1    304.4
      0.0      0.0     60.0  65500.0     40.0   4585.4   3843.7    174.4
      0.0      0.0     60.0  65500.0     50.0   7085.2   6011.8    463.9
      0.0      0.0     60.0  65500.0     60.0   9561.8   8136.7    775.8
      0.0      0.0     60.0  65500.0     70.0  12333.9  10419.6   1223.4
      0.0      0.0     60.0  65500.0     80.0  15260.6  12913.1   1613.6
      0.0      0.0     60.0  65500.0     90.0  18494.9  15683.3   2023.7
      0.0      0.0     60.0  65500.0    100.0  22294.5  18764.0   2687.3
      0.0      0.0     60.0  85000.0      0.0  -4594.6  -6338.4   1322.7
      0.0      0.0     60.0  85000.0     10.0  -2952.6  -4363.2    960.6
      0.0      0.0     60.0  85000.0     20.0   -553.2  -1870.9    829.3
      0.0      0.0     60.0  85000.0     30.0   1846.2    621.4    698.0
      0.0      0.0     60.0  85000.0     40.0   4245.6   3113.7    566.7
      0.0      0.0     60.0  85000.0     50.0   6644.9   5606.0    435.4
      0.0      0.0     60.0  85000.0     60.0   9044.3   8098.3    304.1
      0.0      0.0     60.0  85000.0     70.0  12681.7  10795.2   1195.1
      0.0      0.0     60.0  85000.0     80.0  16334.9  13667.0   1911.7
      0.0      0.0     60.0  85000.0     90.0  20056.4  16721.4   2524.7
      0.0      0.0     60.0  85000.0    100.0  24117.4  20027.4   3213.3
      0.0      0.0     90.0  46000.0      0.0    122.8   -764.3    390.4
      0.0      0.0     90.0  46000.0     10.0   1226.3    500.9    240.5
      0.0      0.0     90.0  46000.0     20.0   2329.8   1766.0     90.7
      0.0      0.0     90.0  46000.0     30.0   3628.0   2942.6    162.1
      0.0      0.0     90.0  46000.0     40.0   4926.3   4119.1    233.6
      0.0      0.0     90.0  46000.0     50.0   6877.8   5695.6    578.5
      0.0      0.0     90.0  46000.0     60.0   8804.3   7360.7    807.1
      0.0      0.0     90.0  46000.0     70.0  10887.0   9211.0   1008.9
      0.0      0.0     90.0  46000.0     80.0  13241.5  11308.8   1224.5
      0.0      0.0     90.0  46000.0     90.0  16053.1  13715.4   1589.7
      0.0      0.0     90.0  46000.0    100.0  19402.5  16455.3   2141.6
      0.0      0.0     90.0  65500.0      0.0  -2333.0  -3619.3    826.7
      0.0      0.0     90.0  65500.0     10.0  -1107.4  -2089.3    576.0
      0.0      0.0     90.0  65500.0     20.0    810.4   -158.5    513.3
      0.0      0.0     90.0  65500.0     30.0   2728.1   1772.2    450.6
      0.0      0.0     90.0  65500.0     40.0   4645.8   3703.0    387.9
      0.0      0.0     90.0  65500.0     50.0   6595.8   5648.8    345.2
      0.0      0.0     90.0  65500.0     60.0   9085.6   7749.9    697.4
      0.0      0.0     90.0  65500.0     70.0  11824.9   9985.6   1160.1
      0.0      0.0     90.0  65500.0     80.0  14712.0  12412.4   1569.9
      0.0      0.0     90.0  65500.0     90.0  17832.3  15082.4   1968.1
      0.0      0.0     90.0  65500.0    100.0  21458.5  18029.3   2592.9
      0.0      0.0     90.0  85000.0      0.0  -4876.2  -6667.3   1372.8
      0.0      0.0     90.0  85000.0     10.0  -3337.9  -4779.3    999.7
      0.0      0.0     90.0  85000.0     20.0  -1004.9  -2310.8    826.4
      0.0      0.0     90.0  85000.0     30.0   1328.1    157.7    653.2
      0.0      0.0     90.0  85000.0     40.0   3661.0   2626.2    479.9
      0.0      0.0     90.0  85000.0     50.0   5994.0   5094.6    306.7
      0.0      0.0     90.0  85000.0     60.0   8327.0   7563.1    133.4
      0.0      0.0     90.0  85000.0     70.0  11942.7  10239.6   1014.8
      0.0      0.0     90.0  85000.0     80.0  15582.3  13047.4   1801.3
      0.0      0.0     90.0  85000.0     90.0  19251.1  16003.3   2456.3
      0.0      0.0     90.0  85000.0    100.0  23198.4  19181.0   3157.4
      0.0      0.0    120.0  46000.0      0.0   -162.8  -1048.7    393.1
      0.0      0.0    120.0  46000.0     10.0    846.1     45.7    274.6
      0.0      0.0    120.0  46000.0     20.0   2539.0   1510.0     99.4
      0.0      0.0    120.0  46000.0     30.0   3584.4   2701.1    134.3
      0.0      0.0    120.0  46000.0     40.0   4629.7   3892.3    169.1
      0.0      0.0    120.0  46000.0     50.0   6606.0   5465.3    541.1
      0.0      0.0    120.0  46000.0     60.0   8510.2   7095.5    785.7
      0.0      0.0    120.0  46000.0     70.0  10546.4   8899.7    995.4
      0.0      0.0    120.0  46000.0     80.0  12837.5  10931.4   1208.7
      0.0      0.0    120.0  46000.0     90.0  15509.9  13242.4   1541.8
      0.0      0.0    120.0  46000.0    100.0  18724.3  15864.3   2058.3
      0.0      0.0    120.0  65500.0      0.0  -2645.1  -3961.7    862.2
      0.0      0.0    120.0  65500.0     10.0  -1663.0  -2423.3    606.5
      0.0      0.0    120.0  65500.0     20.0    281.1   -494.5    512.8
      0.0      0.0    120.0  65500.0     30.0   2225.2   1434.3    419.1
      0.0      0.0    120.0  65500.0     40.0   4169.2   3363.1    325.4
      0.0      0.0    120.0  65500.0     50.0   6113.3   5291.9    231.7
      0.0      0.0    120.0  65500.0     60.0   8614.5   7371.8    613.5
      0.0      0.0    120.0  65500.0     70.0  11343.4   9578.2   1090.5
      0.0      0.0    120.0  65500.0     80.0  14189.5  11942.4   1523.1
      0.0      0.0    120.0  65500.0     90.0  17218.4  14522.0   1929.0
      0.0      0.0    120.0  65500.0    100.0  20702.4  17355.3   2519.9
      0.0      0.0    120.0  85000.0      0.0  -5146.1  -6991.8   1433.4
      0.0      0.0    120.0  85000.0     10.0  -3652.9  -5137.5   1042.1
      0.0      0.0    120.0  85000.0     20.0  -1403.0  -2707.6    828.5
      0.0      0.0    120.0  85000.0     30.0    846.9   -277.7    614.9
      0.0      0.0    120.0  85000.0     40.0   3096.7   2152.3    401.3
      0.0      0.0    120.0  85000.0     50.0   5346.6   4582.2    187.6
      0.0      0.0    120.0  85000.0     60.0   7596.5   7012.1    -26.0
      0.0      0.0    120.0  85000.0     70.0  11158.5   9699.7    797.4
      0.0      0.0    120.0  85000.0     80.0  14836.6  12447.9   1668.5
      0.0      0.0    120.0  85000.0     90.0  18503.1  15322.5   2383.2
      0.0      0.0    120.0  85000.0    100.0  22354.5  18387.8   3115.9
      0.0     85.0    -60.0  46000.0      0.0   3038.3   2061.4    464.7
      0.0     85.0    -60.0  46000.0     10.0   3601.0   2633.4    434.1
      0.0     85.0    -60.0  46000.0     20.0   4507.1   3497.4    438.7
      0.0     85.0    -60.0  46000.0     30.0   5613.2   4560.5    466.6
      0.0     85.0    -60.0  46000.0     40.0   6907.5   5821.7    486.4
      0.0     85.0    -60.0  46000.0     50.0   8469.6   7283.5    559.5
      0.0     85.0    -60.0  46000.0     60.0  10424.7   9009.1    760.7
      0.0     85.0    -60.0  46000.0     70.0  12884.1  11115.8   1070.8
      0.0     85.0    -60.0  46000.0     80.0  15826.3  13616.1   1475.6
      0.0     85.0    -60.0  46000.0     90.0  19329.9  16482.5   2064.8
      0.0     85.0    -60.0  46000.0    100.0  23866.2  20018.7   2980.1
      0.0     85.0    -60.0  65500.0      0.0   1118.9    -67.6    680.7
      0.0     85.0    -60.0  65500.0     10.0   2150.0   1023.4    547.5
      0.0     85.0    -60.0  65500.0     20.0   3426.7   2385.4    452.4
      0.0     85.0    -60.0  65500.0     30.0   5039.5   3974.6    450.1
      0.0     85.0    -60.0  65500.0     40.0   6878.4   5767.9    488.4
      0.0     85.0    -60.0  65500.0     50.0   9010.5   7777.6    575.3
      0.0     85.0    -60.0  65500.0     60.0  11383.8   9926.2    783.8
      0.0     85.0    -60.0  65500.0     70.0  14180.1  12340.2   1122.0
      0.0     85.0    -60.0  65500.0     80.0  17503.2  15138.9   1593.3
      0.0     85.0    -60.0  65500.0     90.0  21482.1  18350.9   2284.6
      0.0     85.0    -60.0  65500.0    100.0  26598.2  22036.8   3641.6
      0.0     85.0    -60.0  85000.0      0.0   -878.2  -2417.7   1037.4
      0.0     85.0    -60.0  85000.0     10.0    381.3   -936.8    766.0
      0.0     85.0    -60.0  85000.0     20.0   1880.7    847.7    527.7
      0.0     85.0    -60.0  85000.0     30.0   3876.8   2941.4    432.0
      0.0     85.0    -60.0  85000.0     40.0   6308.5   5262.1    466.9
      0.0     85.0    -60.0  85000.0     50.0   8995.4   7808.2    566.7
      0.0     85.0    -60.0  85000.0     60.0  11912.1  10489.5    762.8
      0.0     85.0    -60.0  85000.0     70.0  15039.4  13182.7   1130.3
      0.0     85.0    -60.0  85000.0     80.0  18700.6  16269.8   1635.8
      0.0     85.0    -60.0  85000.0     90.0  23076.4  19775.2   2440.0
      0.0     85.0    -60.0  85000.0    100.0  29055.0  23729.4   4375.2
      0.0     85.0    -30.0  46000.0      0.0   2545.6   1591.4    438.9
      0.0     85.0    -30.0  46000.0     10.0   3150.8   2220.0    398.6
      0.0     85.0    -30.0  46000.0     20.0   4074.0   3115.3    393.5
      0.0     85.0    -30.0  46000.0     30.0   5194.0   4198.3    414.9
      0.0     85.0    -30.0  46000.0     40.0   6492.4   5466.0    432.1
      0.0     85.0    -30.0  46000.0     50.0   8044.3   6921.7    502.6
      0.0     85.0    -30.0  46000.0     60.0   9945.8   8600.2    696.7
      0.0     85.0    -30.0  46000.0     70.0  12300.0  10625.6    987.0
      0.0     85.0    -30.0  46000.0     80.0  15112.5  13016.5   1367.3
      0.0     85.0    -30.0  46000.0     90.0  18440.3  15753.1   1914.5
      0.0     85.0    -30.0  46000.0    100.0  22684.0  19081.8   2754.0
      0.0     85.0    -30.0  65500.0      0.0    613.4   -602.1    705.2
      0.0     85.0    -30.0  65500.0     10.0   1613.3    515.7    544.9
      0.0     85.0    -30.0  65500.0     20.0   2886.5   1892.8    428.9
      0.0     85.0    -30.0  65500.0     30.0   4486.6   3488.6    406.0
      0.0     85.0    -30.0  65500.0     40.0   6321.1   5281.7    431.2
      0.0     85.0    -30.0  65500.0     50.0   8423.9   7274.4    505.9
      0.0     85.0    -30.0  65500.0     60.0  10755.1   9390.9    698.5
      0.0     85.0    -30.0  65500.0     70.0  13456.2  11730.7   1018.7
      0.0     85.0    -30.0  65500.0     80.0  16643.5  14420.2   1462.6
      0.0     85.0    -30.0  65500.0     90.0  20422.2  17495.4   2102.1
      0.0     85.0    -30.0  65500.0    100.0  25208.5  20997.3   3314.2
      0.0     85.0    -30.0  85000.0      0.0  -1430.7  -3065.0   1138.6
      0.0     85.0    -30.0  85000.0     10.0   -197.7  -1545.7    823.4
      0.0     85.0    -30.0  85000.0     20.0   1279.1    235.5    547.9
      0.0     85.0    -30.0  85000.0     30.0   3234.5   2308.3    406.1
      0.0     85.0    -30.0  85000.0     40.0   5599.3   4612.1    414.6
      0.0     85.0    -30.0  85000.0     50.0   8225.8   7121.6    490.2
      0.0     85.0    -30.0  85000.0     60.0  11079.0   9764.8    659.1
      0.0     85.0    -30.0  85000.0     70.0  14148.4  12425.2    999.9
      0.0     85.0    -30.0  85000.0     80.0  17673.5  15408.5   1483.6
      0.0     85.0    -30.0  85000.0     90.0  21834.7  18775.0   2218.1
      0.0     85.0    -30.0  85000.0    100.0  27372.8  22551.9   3897.1
      0.0     85.0      0.0  46000.0      0.0   2053.0   1121.4    413.1
      0.0     85.0      0.0  46000.0     10.0   2700.7   1806.6    363.1
      0.0     85.0      0.0  46000.0     20.0   3640.9   2733.2    348.3
      0.0     85.0      0.0  46000.0     30.0   4774.7   3836.1    363.1
      0.0     85.0      0.0  46000.0     40.0   6077.3   5110.3    377.7
      0.0     85.0      0.0  46000.0     50.0   7619.1   6559.8    445.6
      0.0     85.0      0.0  46000.0     60.0   9466.9   8191.2    632.7
      0.0     85.0      0.0  46000.0     70.0  11715.9  10135.4    903.1
      0.0     85.0      0.0  46000.0     80.0  14398.6  12417.0   1259.0
      0.0     85.0      0.0  46000.0     90.0  17550.6  15023.6   1764.1
      0.0     85.0      0.0  46000.0    100.0  21501.8  18144.8   2527.8
      0.0     85.0      0.0  65500.0      0.0    107.9  -1136.7    729.6
      0.0     85.0      0.0  65500.0     10.0   1076.5      8.0    542.2
      0.0     85.0      0.0  65500.0     20.0   2346.3   1400.2    405.5
      0.0     85.0      0.0  65500.0     30.0   3933.6   3002.6    362.0
      0.0     85.0      0.0  65500.0     40.0   5763.7   4795.5    374.0
      0.0     85.0      0.0  65500.0     50.0   7837.4   6771.3    436.5
      0.0     85.0      0.0  65500.0     60.0  10126.4   8855.6    613.2
      0.0     85.0      0.0  65500.0     70.0  12732.3  11121.2    915.5
      0.0     85.0      0.0  65500.0     80.0  15783.9  13701.5   1331.9
      0.0     85.0      0.0  65500.0     90.0  19362.2  16639.9   1919.5
      0.0     85.0      0.0  65500.0    100.0  23818.9  19957.7   2986.8
      0.0     85.0      0.0  85000.0      0.0  -1983.2  -3712.4   1239.9
      0.0     85.0      0.0  85000.0     10.0   -776.7  -2154.7    880.8
      0.0     85.0      0.0  85000.0     20.0    677.4   -376.7    568.2
      0.0     85.0      0.0  85000.0     30.0   2592.2   1675.2    380.2
      0.0     85.0      0.0  85000.0     40.0   4890.1   3962.2    362.2
      0.0     85.0      0.0  85000.0     50.0   7456.1   6435.1    413.6
      0.0     85.0      0.0  85000.0     60.0  10246.0   9040.1    555.5
      0.0     85.0      0.0  85000.0     70.0  13257.4  11667.8    869.5
      0.0     85.0      0.0  85000.0     80.0  16646.5  14547.1   1331.4
      0.0     85.0      0.0  85000.0     90.0  20593.0  17774.8   1996.2
      0.0     85.0      0.0  85000.0    100.0  25690.6  21374.3   3419.0
      0.0     85.0     30.0  46000.0      0.0   1560.4    651.4    387.2
      0.0     85.0     30.0  46000.0     10.0   2250.5   1393.2    327.6
      0.0     85.0     30.0  46000.0     20.0   3207.8   2351.2    303.1
      0.0     85.0     30.0  46000.0     30.0   4355.5   3473.9    311.3
      0.0     85.0     30.0  46000.0     40.0   5662.3   4754.6    323.4
      0.0     85.0     30.0  46000.0     50.0   7193.9   6198.0    388.7
      0.0     85.0     30.0  46000.0     60.0   8987.9   7782.3    568.8
      0.0     85.0     30.0  46000.0     70.0  11131.8   9645.2    819.3
      0.0     85.0     30.0  46000.0     80.0  13684.8  11817.4   1150.7
      0.0     85.0     30.0  46000.0     90.0  16661.0  14294.2   1613.8
      0.0     85.0     30.0  46000.0    100.0  20319.6  17207.9   2301.7
      0.0     85.0     30.0  65500.0      0.0   -397.5  -1671.3    754.0
      0.0     85.0     30.0  65500.0     10.0    539.8   -499.7    539.6
      0.0     85.0     30.0  65500.0     20.0   1806.1    907.6    382.0
      0.0     85.0     30.0  65500.0     30.0   3380.6   2516.6    317.9
      0.0     85.0     30.0  65500.0     40.0   5206.3   4309.3    316.8
      0.0     85.0     30.0  65500.0     50.0   7250.8   6268.1    367.1
      0.0     85.0     30.0  65500.0     60.0   9497.6   8320.4    527.9
      0.0     85.0     30.0  65500.0     70.0  12008.4  10511.7    812.3
      0.0     85.0     30.0  65500.0     80.0  14924.2  12982.9   1201.2
      0.0     85.0     30.0  65500.0     90.0  18302.3  15784.4   1737.0
      0.0     85.0     30.0  65500.0    100.0  22429.2  18918.2   2659.4
      0.0     85.0     30.0  85000.0      0.0  -2535.7  -4359.7   1341.1
      0.0     85.0     30.0  85000.0     10.0  -1355.7  -2763.6    938.2
      0.0     85.0     30.0  85000.0     20.0     75.8   -988.9    588.4
      0.0     85.0     30.0  85000.0     30.0   1949.9   1042.1    354.3
      0.0     85.0     30.0  85000.0     40.0   4180.9   3312.2    309.9
      0.0     85.0     30.0  85000.0     50.0   6686.5   5748.5    337.1
      0.0     85.0     30.0  85000.0     60.0   9412.9   8315.4    451.9
      0.0     85.0     30.0  85000.0     70.0  12366.5  10910.3    739.0
      0.0     85.0     30.0  85000.0     80.0  15619.4  13685.8   1179.1
      0.0     85.0     30.0  85000.0     90.0  19351.3  16774.6   1774.4
      0.0     85.0     30.0  85000.0    100.0  24008.4  20196.8   2940.9
      0.0     85.0     60.0  46000.0      0.0   1072.2    185.9    361.9
      0.0     85.0     60.0  46000.0     10.0   1804.1    983.3    292.7
      0.0     85.0     60.0  46000.0     20.0   2778.4   1972.4    258.6
      0.0     85.0     60.0  46000.0     30.0   3940.2   3114.8    260.4
      0.0     85.0     60.0  46000.0     40.0   5251.4   4401.9    270.0
      0.0     85.0     60.0  46000.0     50.0   6772.8   5839.2    332.7
      0.0     85.0     60.0  46000.0     60.0   8513.8   7377.1    505.8
      0.0     85.0     60.0  46000.0     70.0  10553.7   9159.5    736.8
      0.0     85.0     60.0  46000.0     80.0  12978.1  11223.6   1044.0
      0.0     85.0     60.0  46000.0     90.0  15781.2  13572.1   1465.6
      0.0     85.0     60.0  46000.0    100.0  19151.1  16280.8   2079.2
      0.0     85.0     60.0  65500.0      0.0   -899.2  -2201.5    779.7
      0.0     85.0     60.0  65500.0     10.0     10.4  -1003.5    537.9
      0.0     85.0     60.0  65500.0     20.0   1272.7    418.7    359.5
      0.0     85.0     60.0  65500.0     30.0   2833.8   2034.1    274.7
