ALT      VKNOT       OATF   GVW   CLP      HPTOT_T      HPMR_T     HPTR_T
      0.0    170.0    120.0  85000.0     80.0  11295.3  10212.4    341.4
      0.0    170.0    120.0  85000.0     90.0  14384.2  13157.6    476.3
      0.0    170.0    120.0  85000.0    100.0  17934.5  16372.4    794.8
   5000.0      0.0    -60.0  46000.0      0.0   -311.1   -230.7    -80.0
   5000.0      0.0    -60.0  46000.0     10.0   1110.0    917.7    -14.1
   5000.0      0.0    -60.0  46000.0     20.0   2408.7   2015.5     60.2
   5000.0      0.0    -60.0  46000.0     30.0   3791.9   3151.0    105.1
   5000.0      0.0    -60.0  46000.0     40.0   5784.0   4792.8    404.4
   5000.0      0.0    -60.0  46000.0     50.0   7730.0   6420.7    689.4
   5000.0      0.0    -60.0  46000.0     60.0   9786.3   8219.5    909.7
   5000.0      0.0    -60.0  46000.0     70.0  12160.9  10322.2   1156.9
   5000.0      0.0    -60.0  46000.0     80.0  14997.2  12755.7   1499.0
   5000.0      0.0    -60.0  46000.0     90.0  18463.9  15590.3   2083.7
   5000.0      0.0    -60.0  46000.0    100.0  22870.5  18892.5   3124.9
   5000.0      0.0    -60.0  65500.0      0.0  -3043.7  -3153.6   -343.9
   5000.0      0.0    -60.0  65500.0     10.0  -1059.6  -1383.8   -295.1
   5000.0      0.0    -60.0  65500.0     20.0   1283.4    623.2   -246.5
   5000.0      0.0    -60.0  65500.0     30.0   3038.8   2571.9   -157.7
   5000.0      0.0    -60.0  65500.0     40.0   4944.8   4455.8    -33.1
   5000.0      0.0    -60.0  65500.0     50.0   7698.7   6623.0    457.8
   5000.0      0.0    -60.0  65500.0     60.0  10591.4   8947.7    986.6
   5000.0      0.0    -60.0  65500.0     70.0  13574.8  11423.3   1434.4
   5000.0      0.0    -60.0  65500.0     80.0  16840.7  14165.5   1915.0
   5000.0      0.0    -60.0  65500.0     90.0  20706.1  17290.7   2586.4
   5000.0      0.0    -60.0  65500.0    100.0  25183.4  20700.1   3587.3
   5000.0      0.0    -60.0  85000.0      0.0  -6708.9  -6475.3   -582.3
   5000.0      0.0    -60.0  85000.0     10.0  -3614.1  -4132.0   -518.2
   5000.0      0.0    -60.0  85000.0     20.0  -1385.3  -1393.4   -507.9
   5000.0      0.0    -60.0  85000.0     30.0    843.6   1345.1   -497.7
   5000.0      0.0    -60.0  85000.0     40.0   3757.0   3788.9   -324.4
   5000.0      0.0    -60.0  85000.0     50.0   6670.4   6232.7   -151.1
   5000.0      0.0    -60.0  85000.0     60.0  10596.2   9194.4    745.3
   5000.0      0.0    -60.0  85000.0     70.0  14375.3  12094.9   1557.4
   5000.0      0.0    -60.0  85000.0     80.0  18368.9  15212.3   2367.4
   5000.0      0.0    -60.0  85000.0     90.0  22812.7  18657.7   3295.0
   5000.0      0.0    -60.0  85000.0    100.0  27811.3  22341.7   4541.7
   5000.0      0.0    -30.0  46000.0      0.0   -523.4   -583.4    -61.5
   5000.0      0.0    -30.0  46000.0     10.0    824.4    584.8    -14.1
   5000.0      0.0    -30.0  46000.0     20.0   2233.5   1778.2     29.1
   5000.0      0.0    -30.0  46000.0     30.0   3600.4   2952.8     87.1
   5000.0      0.0    -30.0  46000.0     40.0   5422.7   4506.0    335.3
   5000.0      0.0    -30.0  46000.0     50.0   7363.8   6117.0    633.4
   5000.0      0.0    -30.0  46000.0     60.0   9392.7   7871.4    872.1
   5000.0      0.0    -30.0  46000.0     70.0  11682.6   9891.4   1116.7
   5000.0      0.0    -30.0  46000.0     80.0  14376.0  12213.8   1432.2
   5000.0      0.0    -30.0  46000.0     90.0  17646.0  14908.3   1960.0
   5000.0      0.0    -30.0  46000.0    100.0  21759.6  18032.6   2893.0
   5000.0      0.0    -30.0  65500.0      0.0  -3530.2  -3580.4   -394.9
   5000.0      0.0    -30.0  65500.0     10.0  -1621.7  -1822.9   -355.0
   5000.0      0.0    -30.0  65500.0     20.0    681.9    182.1   -285.0
   5000.0      0.0    -30.0  65500.0     30.0   2546.0   2143.6   -185.1
   5000.0      0.0    -30.0  65500.0     40.0   4522.8   4056.6    -58.3
   5000.0      0.0    -30.0  65500.0     50.0   7133.7   6181.5    342.3
   5000.0      0.0    -30.0  65500.0     60.0   9958.5   8453.4    856.1
   5000.0      0.0    -30.0  65500.0     70.0  12896.6  10862.5   1328.8
   5000.0      0.0    -30.0  65500.0     80.0  16073.5  13512.0   1814.0
   5000.0      0.0    -30.0  65500.0     90.0  19762.1  16502.0   2448.2
   5000.0      0.0    -30.0  65500.0    100.0  24029.5  19769.3   3382.2
   5000.0      0.0    -30.0  85000.0      0.0  -7200.3  -6963.7   -603.9
   5000.0      0.0    -30.0  85000.0     10.0  -4353.5  -4674.0   -566.1
   5000.0      0.0    -30.0  85000.0     20.0  -2012.7  -1983.8   -535.3
   5000.0      0.0    -30.0  85000.0     30.0    328.2    706.3   -504.6
   5000.0      0.0    -30.0  85000.0     40.0   3181.0   3176.0   -351.8
   5000.0      0.0    -30.0  85000.0     50.0   6033.8   5645.7   -199.1
   5000.0      0.0    -30.0  85000.0     60.0   9643.8   8502.8    494.4
   5000.0      0.0    -30.0  85000.0     70.0  13386.8  11362.7   1316.1
   5000.0      0.0    -30.0  85000.0     80.0  17323.2  14404.9   2145.7
   5000.0      0.0    -30.0  85000.0     90.0  21642.8  17721.2   3081.4
   5000.0      0.0    -30.0  85000.0    100.0  26442.2  21259.3   4272.4
   5000.0      0.0      0.0  46000.0      0.0   -735.8   -936.1    -43.0
   5000.0      0.0      0.0  46000.0     10.0    538.8    251.8    -14.0
   5000.0      0.0      0.0  46000.0     20.0   2058.3   1541.0     -1.9
   5000.0      0.0      0.0  46000.0     30.0   3408.9   2754.6     69.0
   5000.0      0.0      0.0  46000.0     40.0   5061.4   4219.3    266.2
   5000.0      0.0      0.0  46000.0     50.0   6997.7   5813.3    577.5
   5000.0      0.0      0.0  46000.0     60.0   8999.2   7523.2    834.6
   5000.0      0.0      0.0  46000.0     70.0  11204.4   9460.6   1076.4
   5000.0      0.0      0.0  46000.0     80.0  13754.8  11671.9   1365.4
   5000.0      0.0      0.0  46000.0     90.0  16828.2  14226.4   1836.2
   5000.0      0.0      0.0  46000.0    100.0  20648.7  17172.7   2661.2
   5000.0      0.0      0.0  65500.0      0.0  -4016.6  -4007.1   -445.8
   5000.0      0.0      0.0  65500.0     10.0  -2183.9  -2262.1   -414.8
   5000.0      0.0      0.0  65500.0     20.0     80.3   -259.0   -323.6
   5000.0      0.0      0.0  65500.0     30.0   2053.2   1715.3   -212.5
   5000.0      0.0      0.0  65500.0     40.0   4100.8   3657.5    -83.5
   5000.0      0.0      0.0  65500.0     50.0   6568.8   5740.0    226.9
   5000.0      0.0      0.0  65500.0     60.0   9325.6   7959.0    725.6
   5000.0      0.0      0.0  65500.0     70.0  12218.3  10301.7   1223.1
   5000.0      0.0      0.0  65500.0     80.0  15306.3  12858.5   1713.0
   5000.0      0.0      0.0  65500.0     90.0  18818.1  15713.3   2309.9
   5000.0      0.0      0.0  65500.0    100.0  22875.6  18838.5   3177.2
   5000.0      0.0      0.0  85000.0      0.0  -7691.7  -7452.1   -625.6
   5000.0      0.0      0.0  85000.0     10.0  -5092.9  -5216.0   -614.0
   5000.0      0.0      0.0  85000.0     20.0  -2640.1  -2574.2   -562.7
   5000.0      0.0      0.0  85000.0     30.0   -187.3     67.5   -511.4
   5000.0      0.0      0.0  85000.0     40.0   2605.0   2563.2   -379.3
   5000.0      0.0      0.0  85000.0     50.0   5397.2   5058.8   -247.2
   5000.0      0.0      0.0  85000.0     60.0   8691.4   7811.2    243.4
   5000.0      0.0      0.0  85000.0     70.0  12398.3  10630.6   1074.7
   5000.0      0.0      0.0  85000.0     80.0  16277.4  13597.5   1923.9
   5000.0      0.0      0.0  85000.0     90.0  20472.9  16784.6   2867.8
   5000.0      0.0      0.0  85000.0    100.0  25073.2  20176.8   4003.1
   5000.0      0.0     30.0  46000.0      0.0   -948.2  -1288.8    -24.5
   5000.0      0.0     30.0  46000.0     10.0    253.2    -81.2    -13.9
   5000.0      0.0     30.0  46000.0     20.0   1883.2   1303.7    -33.0
   5000.0      0.0     30.0  46000.0     30.0   3217.4   2556.4     51.0
   5000.0      0.0     30.0  46000.0     40.0   4700.1   3932.5    197.1
   5000.0      0.0     30.0  46000.0     50.0   6631.5   5509.6    521.5
   5000.0      0.0     30.0  46000.0     60.0   8605.6   7175.1    797.0
   5000.0      0.0     30.0  46000.0     70.0  10726.1   9029.9   1036.2
   5000.0      0.0     30.0  46000.0     80.0  13133.7  11130.0   1298.5
   5000.0      0.0     30.0  46000.0     90.0  16010.3  13544.5   1712.4
   5000.0      0.0     30.0  46000.0    100.0  19537.8  16312.8   2429.3
   5000.0      0.0     30.0  65500.0      0.0  -4503.1  -4433.9   -496.8
   5000.0      0.0     30.0  65500.0     10.0  -2746.1  -2701.3   -474.7
   5000.0      0.0     30.0  65500.0     20.0   -521.2   -700.0   -362.2
   5000.0      0.0     30.0  65500.0     30.0   1560.5   1287.0   -239.8
   5000.0      0.0     30.0  65500.0     40.0   3678.8   3258.3   -108.8
   5000.0      0.0     30.0  65500.0     50.0   6003.9   5298.6    111.5
   5000.0      0.0     30.0  65500.0     60.0   8692.6   7464.7    595.1
   5000.0      0.0     30.0  65500.0     70.0  11540.0   9741.0   1117.5
   5000.0      0.0     30.0  65500.0     80.0  14539.2  12205.1   1612.0
   5000.0      0.0     30.0  65500.0     90.0  17874.1  14924.6   2171.6
   5000.0      0.0     30.0  65500.0    100.0  21721.7  17907.8   2972.1
   5000.0      0.0     30.0  85000.0      0.0  -8183.1  -7940.5   -647.3
   5000.0      0.0     30.0  85000.0     10.0  -5832.4  -5758.0   -661.9
   5000.0      0.0     30.0  85000.0     20.0  -3267.5  -3164.6   -590.1
   5000.0      0.0     30.0  85000.0     30.0   -702.7   -571.3   -518.3
   5000.0      0.0     30.0  85000.0     40.0   2028.9   1950.3   -406.8
   5000.0      0.0     30.0  85000.0     50.0   4760.6   4471.8   -295.2
   5000.0      0.0     30.0  85000.0     60.0   7739.0   7119.6     -7.5
   5000.0      0.0     30.0  85000.0     70.0  11409.8   9898.4    833.3
   5000.0      0.0     30.0  85000.0     80.0  15231.7  12790.2   1702.2
   5000.0      0.0     30.0  85000.0     90.0  19303.1  15848.0   2654.2
   5000.0      0.0     30.0  85000.0    100.0  23704.1  19094.4   3733.8
   5000.0      0.0     60.0  46000.0      0.0  -1172.1  -1639.4    -15.1
   5000.0      0.0     60.0  46000.0     10.0    -31.1   -412.9    -20.8
   5000.0      0.0     60.0  46000.0     20.0   1695.6   1061.2    -66.1
   5000.0      0.0     60.0  46000.0     30.0   3017.0   2354.1     30.1
   5000.0      0.0     60.0  46000.0     40.0   4338.3   3647.0    126.3
   5000.0      0.0     60.0  46000.0     50.0   6267.2   5207.8    465.5
   5000.0      0.0     60.0  46000.0     60.0   8214.7   6829.3    759.6
   5000.0      0.0     60.0  46000.0     70.0  10252.1   8602.6    996.6
   5000.0      0.0     60.0  46000.0     80.0  12519.0  10593.1   1233.2
   5000.0      0.0     60.0  46000.0     90.0  15201.0  12869.1   1591.1
   5000.0      0.0     60.0  46000.0    100.0  18440.2  15461.2   2201.6
   5000.0      0.0     60.0  65500.0      0.0  -4967.2  -4850.8   -537.3
   5000.0      0.0     60.0  65500.0     10.0  -3283.5  -3130.8   -525.3
   5000.0      0.0     60.0  65500.0     20.0  -1097.9  -1129.5   -397.4
   5000.0      0.0     60.0  65500.0     30.0   1087.7    871.8   -269.4
   5000.0      0.0     60.0  65500.0     40.0   3268.6   2867.9   -136.2
   5000.0      0.0     60.0  65500.0     50.0   5447.8   4862.2     -1.5
   5000.0      0.0     60.0  65500.0     60.0   8067.2   6974.3    467.7
   5000.0      0.0     60.0  65500.0     70.0  10867.8   9184.7   1012.9
   5000.0      0.0     60.0  65500.0     80.0  13777.4  11556.3   1511.6
   5000.0      0.0     60.0  65500.0     90.0  16938.3  14141.9   2035.4
   5000.0      0.0     60.0  65500.0    100.0  20577.5  16983.8   2770.0
   5000.0      0.0     60.0  85000.0      0.0  -8587.6  -8395.1   -622.0
   5000.0      0.0     60.0  85000.0     10.0  -6488.7  -6269.1   -668.6
   5000.0      0.0     60.0  85000.0     20.0  -3825.4  -3724.5   -586.4
   5000.0      0.0     60.0  85000.0     30.0  -1162.2  -1179.8   -504.2
   5000.0      0.0     60.0  85000.0     40.0   1501.1   1364.9   -422.0
   5000.0      0.0     60.0  85000.0     50.0   4156.7   3901.3   -332.9
   5000.0      0.0     60.0  85000.0     60.0   6812.2   6437.6   -243.7
   5000.0      0.0     60.0  85000.0     70.0  10434.7   9173.9    596.6
   5000.0      0.0     60.0  85000.0     80.0  14190.0  11986.9   1480.4
   5000.0      0.0     60.0  85000.0     90.0  18139.1  14917.1   2441.1
   5000.0      0.0     60.0  85000.0    100.0  22343.8  18018.8   3466.9
   5000.0      0.0     90.0  46000.0      0.0  -1731.8  -1928.9   -270.1
   5000.0      0.0     90.0  46000.0     10.0   -277.5   -706.8   -232.6
   5000.0      0.0     90.0  46000.0     20.0   1149.2    666.9   -156.4
   5000.0      0.0     90.0  46000.0     30.0   2556.6   2031.9    -73.5
   5000.0      0.0     90.0  46000.0     40.0   3964.0   3397.0      9.5
   5000.0      0.0     90.0  46000.0     50.0   5955.7   4958.9    406.3
   5000.0      0.0     90.0  46000.0     60.0   7899.9   6553.1    727.3
   5000.0      0.0     90.0  46000.0     70.0   9902.5   8277.1    974.0
   5000.0      0.0     90.0  46000.0     80.0  12092.4  10201.1   1211.7
   5000.0      0.0     90.0  46000.0     90.0  14641.9  12382.7   1538.9
   5000.0      0.0     90.0  46000.0    100.0  17729.4  14851.2   2094.8
   5000.0      0.0     90.0  65500.0      0.0  -4783.9  -4980.8   -275.6
   5000.0      0.0     90.0  65500.0     10.0  -3101.6  -3280.9   -306.9
   5000.0      0.0     90.0  65500.0     20.0   -952.7  -1222.3   -334.8
   5000.0      0.0     90.0  65500.0     30.0   1196.1    836.4   -362.7
   5000.0      0.0     90.0  65500.0     40.0   3198.8   2733.8   -227.9
   5000.0      0.0     90.0  65500.0     50.0   5149.0   4574.4    -45.3
   5000.0      0.0     90.0  65500.0     60.0   7657.9   6600.4    430.7
   5000.0      0.0     90.0  65500.0     70.0  10371.8   8760.5    941.3
   5000.0      0.0     90.0  65500.0     80.0  13171.3  11042.7   1428.1
   5000.0      0.0     90.0  65500.0     90.0  16239.2  13533.4   1957.0
   5000.0      0.0     90.0  65500.0    100.0  19712.4  16258.2   2654.6
   5000.0      0.0     90.0  85000.0      0.0  -6472.7  -7868.2    764.3
   5000.0      0.0     90.0  85000.0     10.0  -4736.0  -5885.5    522.1
   5000.0      0.0     90.0  85000.0     20.0  -2367.5  -3398.0    320.1
   5000.0      0.0     90.0  85000.0     30.0      1.0   -910.5    118.2
   5000.0      0.0     90.0  85000.0     40.0   2369.6   1576.9    -83.7
   5000.0      0.0     90.0  85000.0     50.0   4500.0   3806.5    -68.6
   5000.0      0.0     90.0  85000.0     60.0   6630.3   6036.1    -53.6
   5000.0      0.0     90.0  85000.0     70.0   9850.3   8671.1    496.7
   5000.0      0.0     90.0  85000.0     80.0  13267.5  11304.2   1259.8
   5000.0      0.0     90.0  85000.0     90.0  17147.5  14149.2   2242.2
   5000.0      0.0     90.0  85000.0    100.0  21237.7  17144.4   3267.1
   5000.0      0.0    120.0  46000.0      0.0  -2044.9  -2184.1   -324.6
   5000.0      0.0    120.0  46000.0     10.0   -992.8   -967.0   -286.8
   5000.0      0.0    120.0  46000.0     20.0    553.5    406.5   -211.0
   5000.0      0.0    120.0  46000.0     30.0   2099.8   1780.1   -135.3
   5000.0      0.0    120.0  46000.0     40.0   3646.1   3153.7    -59.5
   5000.0      0.0    120.0  46000.0     50.0   5652.7   4720.8    346.5
   5000.0      0.0    120.0  46000.0     60.0   7601.5   6293.3    692.1
   5000.0      0.0    120.0  46000.0     70.0   9579.8   7977.3    954.0
   5000.0      0.0    120.0  46000.0     80.0  11723.8   9841.2   1191.6
   5000.0      0.0    120.0  46000.0     90.0  14157.0  11936.6   1493.8
   5000.0      0.0    120.0  46000.0    100.0  17067.0  14294.8   2008.6
   5000.0      0.0    120.0  65500.0      0.0  -5184.2  -5325.6   -296.8
   5000.0      0.0    120.0  65500.0     10.0  -3485.9  -3616.8   -334.6
   5000.0      0.0    120.0  65500.0     20.0  -1518.3  -1608.5   -380.3
   5000.0      0.0    120.0  65500.0     30.0    587.4    470.2   -415.2
   5000.0      0.0    120.0  65500.0     40.0   2643.1   2369.6   -292.4
   5000.0      0.0    120.0  65500.0     50.0   4708.7   4219.2    -92.8
   5000.0      0.0    120.0  65500.0     60.0   7307.2   6271.1    419.1
   5000.0      0.0    120.0  65500.0     70.0   9869.2   8346.5    868.8
   5000.0      0.0    120.0  65500.0     80.0  12670.7  10576.2   1389.8
   5000.0      0.0    120.0  65500.0     90.0  15583.6  12966.5   1877.3
   5000.0      0.0    120.0  65500.0    100.0  18844.2  15562.0   2486.8
   5000.0      0.0    120.0  85000.0      0.0  -7230.4  -8327.8    631.3
   5000.0      0.0    120.0  85000.0     10.0  -5456.8  -6362.2    420.9
   5000.0      0.0    120.0  85000.0     20.0  -3557.4  -4100.4    206.3
   5000.0      0.0    120.0  85000.0     30.0  -1029.8  -1518.4     40.7
   5000.0      0.0    120.0  85000.0     40.0   1497.7   1063.6   -124.9
   5000.0      0.0    120.0  85000.0     50.0   4070.3   3419.4     59.0
   5000.0      0.0    120.0  85000.0     60.0   6642.9   5775.2    242.8
   5000.0      0.0    120.0  85000.0     70.0   9215.6   8131.0    426.7
   5000.0      0.0    120.0  85000.0     80.0  12684.4  10731.0   1253.1
   5000.0      0.0    120.0  85000.0     90.0  16183.4  13415.2   2015.7
   5000.0      0.0    120.0  85000.0    100.0  19830.7  16224.2   2808.8
   5000.0     85.0    -60.0  46000.0      0.0   1329.6    456.3    314.1
   5000.0     85.0    -60.0  46000.0     10.0   2242.6   1396.1    301.9
   5000.0     85.0    -60.0  46000.0     20.0   3379.0   2502.4    327.0
   5000.0     85.0    -60.0  46000.0     30.0   4680.3   3739.8    374.6
   5000.0     85.0    -60.0  46000.0     40.0   6123.3   5104.7    421.5
   5000.0     85.0    -60.0  46000.0     50.0   7716.3   6598.8    504.9
   5000.0     85.0    -60.0  46000.0     60.0   9628.0   8268.2    717.0
   5000.0     85.0    -60.0  46000.0     70.0  11975.1  10258.0   1039.2
   5000.0     85.0    -60.0  46000.0     80.0  14829.2  12615.0   1473.5
   5000.0     85.0    -60.0  46000.0     90.0  18242.0  15335.3   2124.9
   5000.0     85.0    -60.0  46000.0    100.0  22396.6  18484.7   3069.1
   5000.0     85.0    -60.0  65500.0      0.0     65.1  -1050.4    632.6
   5000.0     85.0    -60.0  65500.0     10.0   1136.3    142.3    475.9
   5000.0     85.0    -60.0  65500.0     20.0   2364.6   1514.3    350.7
   5000.0     85.0    -60.0  65500.0     30.0   3911.5   3047.1    300.0
   5000.0     85.0    -60.0  65500.0     40.0   5607.5   4726.8    301.5
   5000.0     85.0    -60.0  65500.0     50.0   7556.5   6553.5    342.2
   5000.0     85.0    -60.0  65500.0     60.0   9629.5   8466.3    469.9
   5000.0     85.0    -60.0  65500.0     70.0  11956.6  10523.9    696.0
   5000.0     85.0    -60.0  65500.0     80.0  14668.6  12842.1   1035.7
   5000.0     85.0    -60.0  65500.0     90.0  17853.9  15455.5   1559.7
   5000.0     85.0    -60.0  65500.0    100.0  21744.9  18306.9   2530.7
   5000.0     85.0    -60.0  85000.0      0.0  -1948.2  -3559.7   1090.9
   5000.0     85.0    -60.0  85000.0     10.0   -672.3  -1916.1    762.1
   5000.0     85.0    -60.0  85000.0     20.0    856.5   -108.6    474.9
   5000.0     85.0    -60.0  85000.0     30.0   2691.4   1933.0    276.6
   5000.0     85.0    -60.0  85000.0     40.0   4984.0   4192.4    243.6
   5000.0     85.0    -60.0  85000.0     50.0   7457.1   6605.0    278.6
   5000.0     85.0    -60.0  85000.0     60.0  10167.2   9139.9    400.8
   5000.0     85.0    -60.0  85000.0     70.0  12978.3  11676.9    657.3
   5000.0     85.0    -60.0  85000.0     80.0  16195.6  14443.5   1062.3
   5000.0     85.0    -60.0  85000.0     90.0  20003.0  17542.4   1743.6
   5000.0     85.0    -60.0  85000.0    100.0  23810.4  20641.3   2424.9
   5000.0     85.0    -30.0  46000.0      0.0   1042.9    175.4    322.1
   5000.0     85.0    -30.0  46000.0     10.0   1921.1   1090.3    293.8
   5000.0     85.0    -30.0  46000.0     20.0   3008.9   2163.3    299.1
   5000.0     85.0    -30.0  46000.0     30.0   4255.1   3360.7    331.0
   5000.0     85.0    -30.0  46000.0     40.0   5630.3   4676.9    363.8
   5000.0     85.0    -30.0  46000.0     50.0   7156.0   6114.4    433.6
   5000.0     85.0    -30.0  46000.0     60.0   8953.2   7695.8    619.6
   5000.0     85.0    -30.0  46000.0     70.0  11121.5   9551.8    898.6
   5000.0     85.0    -30.0  46000.0     80.0  13729.6  11730.4   1274.6
   5000.0     85.0    -30.0  46000.0     90.0  16830.4  14230.3   1834.6
   5000.0     85.0    -30.0  46000.0    100.0  20580.2  17105.1   2650.9
   5000.0     85.0    -30.0  65500.0      0.0   -844.0  -1989.6    672.5
   5000.0     85.0    -30.0  65500.0     10.0    238.4   -783.6    508.9
   5000.0     85.0    -30.0  65500.0     20.0   1462.9    587.0    377.4
   5000.0     85.0    -30.0  65500.0     30.0   2984.1   2111.9    318.5
   5000.0     85.0    -30.0  65500.0     40.0   4634.5   3767.5    307.1
   5000.0     85.0    -30.0  65500.0     50.0   6510.8   5551.7    330.2
   5000.0     85.0    -30.0  65500.0     60.0   8503.0   7410.0    433.8
   5000.0     85.0    -30.0  65500.0     70.0  10713.5   9386.5    630.9
   5000.0     85.0    -30.0  65500.0     80.0  13261.0  11595.3    921.6
   5000.0     85.0    -30.0  65500.0     90.0  16221.9  14066.3   1371.0
   5000.0     85.0    -30.0  65500.0    100.0  19795.1  16754.6   2197.7
   5000.0     85.0    -30.0  85000.0      0.0  -3315.5  -4874.1   1098.6
   5000.0     85.0    -30.0  85000.0     10.0  -1932.7  -3185.2    803.9
   5000.0     85.0    -30.0  85000.0     20.0   -360.7  -1373.8    540.3
   5000.0     85.0    -30.0  85000.0     30.0   1467.7    641.8    354.1
   5000.0     85.0    -30.0  85000.0     40.0   3638.4   2820.2    291.6
   5000.0     85.0    -30.0  85000.0     50.0   5944.2   5113.2    279.9
   5000.0     85.0    -30.0  85000.0     60.0   8427.2   7497.7    333.5
   5000.0     85.0    -30.0  85000.0     70.0  10992.3   9890.5    490.5
   5000.0     85.0    -30.0  85000.0     80.0  13871.4  12463.2    763.5
   5000.0     85.0    -30.0  85000.0     90.0  17191.9  15284.3   1243.2
   5000.0     85.0    -30.0  85000.0    100.0  20512.4  18105.4   1722.9
   5000.0     85.0      0.0  46000.0      0.0    756.2   -105.5    330.2
   5000.0     85.0      0.0  46000.0     10.0   1599.5    784.5    285.6
   5000.0     85.0      0.0  46000.0     20.0   2638.8   1824.2    271.2
   5000.0     85.0      0.0  46000.0     30.0   3830.0   2981.6    287.4
   5000.0     85.0      0.0  46000.0     40.0   5137.3   4249.2    306.1
   5000.0     85.0      0.0  46000.0     50.0   6595.7   5630.0    362.2
   5000.0     85.0      0.0  46000.0     60.0   8278.4   7123.3    522.2
   5000.0     85.0      0.0  46000.0     70.0  10267.9   8845.7    757.9
   5000.0     85.0      0.0  46000.0     80.0  12630.1  10845.7   1075.7
   5000.0     85.0      0.0  46000.0     90.0  15418.8  13125.4   1544.3
   5000.0     85.0      0.0  46000.0    100.0  18763.8  15725.6   2232.6
   5000.0     85.0      0.0  65500.0      0.0  -1753.2  -2928.9    712.4
   5000.0     85.0      0.0  65500.0     10.0   -659.5  -1709.5    542.0
   5000.0     85.0      0.0  65500.0     20.0    561.2   -340.2    404.0
   5000.0     85.0      0.0  65500.0     30.0   2056.6   1176.7    337.1
   5000.0     85.0      0.0  65500.0     40.0   3661.5   2808.2    312.6
   5000.0     85.0      0.0  65500.0     50.0   5465.0   4550.0    318.2
   5000.0     85.0      0.0  65500.0     60.0   7376.5   6353.7    397.7
   5000.0     85.0      0.0  65500.0     70.0   9470.5   8249.2    565.8
   5000.0     85.0      0.0  65500.0     80.0  11853.5  10348.5    807.5
   5000.0     85.0      0.0  65500.0     90.0  14590.0  12677.1   1182.3
   5000.0     85.0      0.0  65500.0    100.0  17845.4  15202.4   1864.7
   5000.0     85.0      0.0  85000.0      0.0  -4682.9  -6188.6   1106.4
   5000.0     85.0      0.0  85000.0     10.0  -3193.1  -4454.4    845.7
   5000.0     85.0      0.0  85000.0     20.0  -1577.9  -2639.0    605.7
   5000.0     85.0      0.0  85000.0     30.0    244.0   -649.5    431.6
   5000.0     85.0      0.0  85000.0     40.0   2292.9   1448.0    339.6
   5000.0     85.0      0.0  85000.0     50.0   4431.2   3621.4    281.2
   5000.0     85.0      0.0  85000.0     60.0   6687.1   5855.5    266.1
   5000.0     85.0      0.0  85000.0     70.0   9006.3   8104.1    323.7
   5000.0     85.0      0.0  85000.0     80.0  11547.2  10482.8    464.8
   5000.0     85.0      0.0  85000.0     90.0  14380.8  13026.2    742.8
   5000.0     85.0      0.0  85000.0    100.0  17214.3  15569.5   1020.8
   5000.0     85.0     30.0  46000.0      0.0    469.5   -386.4    338.2
   5000.0     85.0     30.0  46000.0     10.0   1278.0    478.8    277.5
   5000.0     85.0     30.0  46000.0     20.0   2268.7   1485.1    243.4
   5000.0     85.0     30.0  46000.0     30.0   3404.8   2602.5    243.8
   5000.0     85.0     30.0  46000.0     40.0   4644.2   3821.4    248.4
   5000.0     85.0     30.0  46000.0     50.0   6035.4   5145.6    290.9
   5000.0     85.0     30.0  46000.0     60.0   7603.6   6550.9    424.7
   5000.0     85.0     30.0  46000.0     70.0   9414.2   8139.5    617.2
   5000.0     85.0     30.0  46000.0     80.0  11530.5   9961.1    876.8
   5000.0     85.0     30.0  46000.0     90.0  14007.2  12020.4   1253.9
   5000.0     85.0     30.0  46000.0    100.0  16947.4  14346.0   1814.3
   5000.0     85.0     30.0  65500.0      0.0  -2662.4  -3868.1    752.3
   5000.0     85.0     30.0  65500.0     10.0  -1557.4  -2635.4    575.1
   5000.0     85.0     30.0  65500.0     20.0   -340.5  -1267.5    430.7
   5000.0     85.0     30.0  65500.0     30.0   1129.1    241.5    355.6
   5000.0     85.0     30.0  65500.0     40.0   2688.4   1849.0    318.2
   5000.0     85.0     30.0  65500.0     50.0   4419.3   3548.2    306.2
   5000.0     85.0     30.0  65500.0     60.0   6250.0   5297.4    361.7
   5000.0     85.0     30.0  65500.0     70.0   8227.4   7111.9    500.7
   5000.0     85.0     30.0  65500.0     80.0  10445.9   9101.7    693.4
   5000.0     85.0     30.0  65500.0     90.0  12958.0  11287.9    993.6
   5000.0     85.0     30.0  65500.0    100.0  15895.6  13650.1   1531.7
   5000.0     85.0     30.0  85000.0      0.0  -6050.2  -7503.0   1114.2
   5000.0     85.0     30.0  85000.0     10.0  -4453.5  -5723.5    887.6
   5000.0     85.0     30.0  85000.0     20.0  -2795.2  -3904.2    671.0
   5000.0     85.0     30.0  85000.0     30.0   -979.7  -1940.7    509.1
   5000.0     85.0     30.0  85000.0     40.0    947.3     75.8    387.5
   5000.0     85.0     30.0  85000.0     50.0   2918.3   2129.6    282.5
   5000.0     85.0     30.0  85000.0     60.0   4947.1   4213.2    198.7
   5000.0     85.0     30.0  85000.0     70.0   7020.3   6317.8    157.0
   5000.0     85.0     30.0  85000.0     80.0   9223.1   8502.4    166.0
   5000.0     85.0     30.0  85000.0     90.0  11569.7  10768.0    242.4
   5000.0     85.0     30.0  85000.0    100.0  13916.3  13033.6    318.8
